price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod,,,
2001,0.55,62,56,5.24,5.27,3.26,Ideal,E,VS1,2,4,ok,ok,ok
2016,0.5,62,56,5.08,5.05,3.14,Ideal,F,VVS2,3,3,ok,ok,ok
2041,0.54,62,56,5.25,5.17,3.23,Ideal,E,VS1,2,4,ok,ok,ok
2202,0.56,62,56,5.28,5.3,3.28,Ideal,G,VVS1,4,2,ok,ok,ok
2279,0.56,62,56,5.28,5.33,3.29,Ideal,G,IF,4,1,ok,ok,ok
2426,0.52,62,56,5.14,5.18,3.2,Ideal,D,VVS2,1,3,ok,ok,ok
2064,0.55,62,53.8,5.25,5.28,3.27,Ideal,G,VVS2,4,3,ok,ok,ok
2387,0.71,62,54,5.72,5.76,3.56,Ideal,I,VVS2,6,3,ok,ok,ok
1588,0.61,61.9,57,5.45,5.41,3.36,Ideal,F,SI2,3,7,ok,no,ok
2406,0.62,62,54,5.46,5.5,3.4,Ideal,F,VS1,3,4,ok,ok,ok
1605,0.52,63,56,5.16,5.1,3.23,Ideal,F,VS2,3,5,ok,no,ok
2502,0.54,61.1,56,5.26,5.31,3.22,Ideal,E,VVS2,2,3,ok,ok,ok
2510,0.56,62.1,56,5.29,5.3,3.29,Ideal,F,VVS1,3,2,ok,ok,ok
2551,0.58,62.1,56,5.36,5.33,3.32,Ideal,E,VVS2,2,3,ok,ok,ok
2444,0.59,62,54,5.38,5.43,3.35,Ideal,G,IF,4,1,ok,ok,ok
2563,0.53,62.2,56,5.18,5.21,3.23,Ideal,D,VVS2,1,3,ok,ok,ok
2582,0.54,60.7,56,5.27,5.3,3.21,Ideal,F,VVS2,3,3,ok,ok,ok
2590,0.58,61.5,56,5.37,5.4,3.31,Ideal,D,VS2,1,5,ok,ok,ok
2632,0.55,61.2,56,5.27,5.29,3.23,Ideal,G,VVS1,4,2,ok,ok,ok
2675,0.52,61.3,56,5.18,5.2,3.18,Ideal,E,VVS2,2,3,ok,ok,ok
2696,0.56,60.9,56,5.4,5.33,3.27,Ideal,E,VVS2,2,3,ok,ok,ok
2712,0.56,61.7,56,5.31,5.33,3.28,Ideal,E,VVS2,2,3,ok,ok,ok
2718,0.51,61.7,56,5.14,5.16,3.18,Ideal,D,VVS2,1,3,ok,ok,ok
2240,0.7,62,54.1,5.7,5.73,3.55,Ideal,I,VS2,6,5,ok,ok,ok
2720,0.55,61.6,56,5.23,5.29,3.24,Ideal,D,VVS2,1,3,ok,ok,ok
1196,0.58,62.8,57,5.33,5.28,3.33,Ideal,J,VS2,7,5,no,no,ok
2726,0.51,61.4,56,5.15,5.17,3.17,Ideal,F,VVS1,3,2,ok,ok,ok
1209,0.58,60.9,57,5.4,5.44,3.3,Ideal,F,SI2,3,7,no,no,ok
1213,0.58,62.1,54,5.36,5.39,3.34,Ideal,G,SI2,4,7,no,no,ok
1227,0.58,62.1,55,5.31,5.39,3.32,Ideal,J,SI1,7,6,no,no,ok
1234,0.58,62.7,56,5.29,5.34,3.33,Ideal,E,SI2,2,7,no,no,ok
1239,0.58,62,57,5.32,5.35,3.31,Ideal,F,SI2,3,7,no,no,ok
1276,0.58,61.5,55,5.38,5.42,3.32,Ideal,G,SI2,4,7,no,no,ok
1279,0.58,61.8,56,5.42,5.39,3.34,Ideal,F,SI2,3,7,no,no,ok
2741,0.56,61.1,56,5.3,5.33,3.25,Ideal,D,VS1,1,4,ok,ok,ok
1324,0.58,61.9,58,5.31,5.35,3.3,Ideal,J,VS1,7,4,ok,no,ok
1330,0.58,61.4,55,5.38,5.41,3.31,Ideal,G,SI1,4,6,ok,no,ok
1332,0.58,62,57,5.35,5.32,3.31,Ideal,F,SI2,3,7,ok,no,ok
1342,0.58,62.7,56,5.3,5.32,3.33,Ideal,D,SI2,1,7,ok,no,ok
2742,0.51,61.7,56,5.16,5.14,3.18,Ideal,D,VVS2,1,3,ok,ok,ok
2750,0.56,62.1,56,5.28,5.29,3.28,Ideal,E,VVS1,2,2,ok,ok,ok
2208,0.62,62,54.5,5.46,5.48,3.39,Ideal,E,VS2,2,5,ok,ok,ok
1815,0.7,62,55,5.69,5.73,3.54,Ideal,J,SI1,7,6,ok,no,ok
1226,0.47,60.7,56.1,5.02,5.08,3.07,Ideal,F,VS2,3,5,no,no,ok
2719,0.57,60.6,56.2,5.36,5.4,3.26,Ideal,E,VVS2,2,3,ok,ok,ok
1816,0.55,62,55,5.26,5.28,3.27,Ideal,E,VS2,2,5,ok,no,ok
1851,0.57,62,55,5.29,5.35,3.3,Ideal,G,VS1,4,4,ok,no,ok
1883,0.47,62,55,4.97,5,3.09,Ideal,E,VVS2,2,3,ok,no,ok
1927,0.61,62,55,5.44,5.47,3.38,Ideal,D,SI1,1,6,ok,no,ok
1950,0.46,62,55,4.96,4.98,3.08,Ideal,F,IF,3,1,ok,no,ok
1404,0.48,60.8,56.3,5.1,5.08,3.1,Ideal,F,VS1,3,4,ok,no,ok
1980,0.55,62,55,5.29,5.26,3.27,Ideal,F,VS1,3,4,ok,no,ok
2029,0.61,62,55,5.47,5.44,3.38,Ideal,D,SI1,1,6,ok,ok,ok
1656,0.51,61.6,56.3,5.14,5.15,3.16,Ideal,E,VS2,2,5,ok,no,ok
2177,0.57,62,55,5.31,5.34,3.3,Ideal,E,VS1,2,4,ok,ok,ok
896,0.52,61.4,56.4,5.15,5.17,3.17,Ideal,J,SI1,7,6,no,no,ok
2184,0.73,62,55,5.75,5.86,3.6,Ideal,J,SI1,7,6,ok,ok,ok
2224,0.72,62,55,5.75,5.79,3.58,Ideal,F,SI2,3,7,ok,ok,ok
2238,0.64,62,55,5.52,5.55,3.43,Ideal,E,VS2,2,5,ok,ok,ok
2259,0.57,62,55,5.33,5.35,3.31,Ideal,G,VVS1,4,2,ok,ok,ok
2259,0.7,62,55,5.69,5.73,3.54,Ideal,F,SI2,3,7,ok,ok,ok
2279,0.72,62,55,5.74,5.77,3.57,Ideal,J,IF,7,1,ok,ok,ok
2415,0.7,62,55,5.72,5.7,3.54,Ideal,F,SI1,3,6,ok,ok,ok
2422,0.72,62,55,5.76,5.79,3.58,Ideal,F,SI2,3,7,ok,ok,ok
2444,0.6,62,55,5.39,5.42,3.35,Ideal,D,VS2,1,5,ok,ok,ok
2454,0.54,62,55,5.24,5.25,3.25,Ideal,F,VVS2,3,3,ok,ok,ok
2456,0.84,62,55,6.07,6.06,3.76,Ideal,J,VS1,7,4,ok,ok,ok
1902,0.73,62,56,5.74,5.78,3.57,Ideal,J,SI1,7,6,ok,no,ok
2787,0.51,62,57,5.11,5.15,3.18,Ideal,F,VVS1,3,2,ok,ok,ok
1939,0.54,62,56,5.17,5.25,3.23,Ideal,E,VS1,2,4,ok,no,ok
2789,0.55,60.9,57,5.28,5.3,3.22,Ideal,G,IF,4,1,ok,ok,ok
2812,0.51,62,57,5.15,5.11,3.18,Ideal,F,VVS1,3,2,ok,ok,ok
2830,0.53,60.9,57,5.23,5.29,3.19,Ideal,F,VVS1,3,2,ok,ok,ok
1941,0.54,62,56,5.21,5.25,3.24,Ideal,D,VS1,1,4,ok,no,ok
2830,0.53,61.8,57,5.16,5.19,3.2,Ideal,F,VVS1,3,2,ok,ok,ok
1981,0.55,62,56,5.26,5.28,3.27,Ideal,G,VVS2,4,3,ok,no,ok
1992,0.63,62,56,5.55,5.48,3.42,Ideal,D,SI1,1,6,ok,no,ok
2860,0.53,61.4,57,5.23,5.2,3.2,Ideal,F,VVS1,3,2,ok,ok,ok
2012,0.78,62,56,5.93,5.87,3.66,Ideal,I,VS2,6,5,ok,ok,ok
2041,0.54,62,56,5.26,5.23,3.25,Ideal,E,VS1,2,4,ok,ok,ok
3033,0.52,61.1,57,5.17,5.21,3.17,Ideal,E,IF,2,1,ok,ok,no
2052,0.71,62,56,5.7,5.75,3.55,Ideal,J,VS2,7,5,ok,ok,ok
3218,0.52,62,57,5.15,5.17,3.2,Ideal,D,VVS1,1,2,ok,ok,no
2061,0.7,62,56,5.71,5.74,3.55,Ideal,E,SI2,2,7,ok,ok,ok
2089,0.64,62,56,5.57,5.53,3.44,Ideal,E,SI1,2,6,ok,ok,ok
3247,0.52,62,57,5.17,5.15,3.2,Ideal,D,VVS1,1,2,ok,ok,no
2107,0.55,62,56,5.27,5.24,3.26,Ideal,E,VS1,2,4,ok,ok,ok
3442,0.53,62.1,57,5.15,5.18,3.21,Ideal,D,VVS1,1,2,ok,ok,no
3494,0.54,61.2,57,5.25,5.27,3.22,Ideal,D,VVS1,1,2,ok,ok,no
2107,0.77,62,56,5.92,5.86,3.65,Ideal,F,SI2,3,7,ok,ok,ok
4293,0.56,61.9,57,5.28,5.31,3.28,Ideal,D,IF,1,1,ok,ok,no
2112,0.6,62,56,5.4,5.43,3.36,Ideal,E,VS2,2,5,ok,ok,ok
2122,0.73,62,56,5.75,5.8,3.58,Ideal,I,SI1,6,6,ok,ok,ok
807,0.46,61.1,57,4.97,5.01,3.05,Ideal,G,SI2,4,7,no,no,ok
2173,0.62,62,56,5.45,5.49,3.39,Ideal,G,VS1,4,4,ok,ok,ok
1270,0.47,60.3,57,5.02,5.07,3.04,Ideal,D,VS2,1,5,no,no,ok
918,0.48,61,57,5.05,5.08,3.09,Ideal,F,SI2,3,7,no,no,ok
1246,0.49,61.1,57,5.12,5.09,3.12,Ideal,G,VS2,4,5,no,no,ok
875,0.5,61.7,57,5.09,5.12,3.15,Ideal,J,VS2,7,5,no,no,ok
1016,0.5,61.6,57,5.14,5.08,3.15,Ideal,F,SI2,3,7,no,no,ok
2202,0.61,62,56,5.43,5.48,3.38,Ideal,D,VS2,1,5,ok,ok,ok
2234,0.73,62,56,5.8,5.75,3.58,Ideal,I,SI1,6,6,ok,ok,ok
2258,0.73,62,56,5.76,5.79,3.58,Ideal,J,VS2,7,5,ok,ok,ok
2282,0.65,62,56,5.6,5.57,3.46,Ideal,E,VS2,2,5,ok,ok,ok
2307,0.81,62,56,6,6.03,3.73,Ideal,J,SI1,7,6,ok,ok,ok
1038,0.5,60,57,5.17,5.2,3.11,Ideal,G,SI2,4,7,no,no,ok
2308,0.71,62,56,5.72,5.77,3.56,Ideal,E,SI1,2,6,ok,ok,ok
2313,0.63,62,56,5.5,5.47,3.4,Ideal,D,SI1,1,6,ok,ok,ok
1082,0.5,62.5,57,5.06,5.09,3.17,Ideal,J,VS1,7,4,no,no,ok
2318,0.72,62,56,5.75,5.71,3.55,Ideal,G,SI1,4,6,ok,ok,ok
1094,0.5,60.9,57,5.15,5.1,3.12,Ideal,F,SI2,3,7,no,no,ok
1099,0.5,61.6,57,5.08,5.12,3.14,Ideal,J,VS2,7,5,no,no,ok
1107,0.5,61.4,57,5.1,5.13,3.14,Ideal,G,SI2,4,7,no,no,ok
1127,0.5,61,57,5.13,5.15,3.13,Ideal,G,SI2,4,7,no,no,ok
2318,0.56,62,56,5.3,5.28,3.28,Ideal,G,VVS1,4,2,ok,ok,ok
2319,0.59,62,56,5.35,5.39,3.33,Ideal,D,VS1,1,4,ok,ok,ok
2329,0.71,62,56,5.77,5.72,3.56,Ideal,E,SI1,2,6,ok,ok,ok
2355,0.7,62,56,5.68,5.71,3.53,Ideal,F,SI2,3,7,ok,ok,ok
2363,0.96,62,56,6.3,6.34,3.92,Ideal,I,I1,6,8,ok,ok,ok
1153,0.5,62.1,57,5.05,5.09,3.15,Ideal,G,SI1,4,6,no,no,ok
1154,0.5,62.5,57,5.04,5.07,3.16,Ideal,E,SI2,2,7,no,no,ok
1154,0.5,61.4,57,5.09,5.14,3.14,Ideal,E,SI2,2,7,no,no,ok
1181,0.5,63,57,5.09,5.04,3.19,Ideal,E,SI2,2,7,no,no,ok
1580,0.43,62,56,4.87,4.84,3.01,Ideal,F,IF,3,1,ok,no,ok
1203,0.5,60.9,57,5.16,5.13,3.13,Ideal,F,SI2,3,7,no,no,ok
1237,0.5,61.7,57,5.06,5.08,3.13,Ideal,G,SI1,4,6,no,no,ok
1239,0.5,61.6,57,5.1,5.13,3.15,Ideal,D,SI2,1,7,no,no,ok
1240,0.5,62.4,57,5.07,5.03,3.15,Ideal,E,SI2,2,7,no,no,ok
1240,0.5,62.5,57,5.07,5.04,3.16,Ideal,E,SI2,2,7,no,no,ok
1636,0.55,62,56,5.3,5.25,3.27,Ideal,F,VS2,3,5,ok,no,ok
1639,0.55,62,56,5.26,5.25,3.26,Ideal,E,VS2,2,5,ok,no,ok
1240,0.5,61.4,57,5.14,5.09,3.14,Ideal,E,SI2,2,7,no,no,ok
1240,0.5,62.5,57,5.09,5.05,3.17,Ideal,G,SI1,4,6,no,no,ok
1250,0.5,60.6,57,5.19,5.14,3.13,Ideal,E,SI1,2,6,no,no,ok
1250,0.5,61,57,5.15,5.12,3.13,Ideal,D,SI2,1,7,no,no,ok
1272,0.5,62.7,57,5.06,5.08,3.18,Ideal,D,SI1,1,6,no,no,ok
1282,0.5,62.7,57,5.06,5.09,3.18,Ideal,F,SI1,3,6,no,no,ok
1286,0.5,59.9,57,5.19,5.16,3.1,Ideal,F,SI1,3,6,no,no,ok
1316,0.5,62.2,57,5.05,5.11,3.16,Ideal,E,SI1,2,6,ok,no,ok
1316,0.5,61.6,57,5.09,5.13,3.15,Ideal,E,SI1,2,6,ok,no,ok
1331,0.5,62.2,57,5.05,5.08,3.15,Ideal,E,SI1,2,6,ok,no,ok
1331,0.5,62.8,57,5.05,5.08,3.18,Ideal,E,SI1,2,6,ok,no,ok
1343,0.58,62.2,55,5.4,5.36,3.35,Ideal,G,SI2,4,7,ok,no,ok
1346,0.58,62.8,56,5.3,5.37,3.35,Ideal,E,SI2,2,7,ok,no,ok
1356,0.58,61.7,54,5.4,5.43,3.34,Ideal,D,SI2,1,7,ok,no,ok
1332,0.5,61.6,57,5.13,5.1,3.15,Ideal,D,SI2,1,7,ok,no,ok
1337,0.5,61.6,57,5.08,5.11,3.14,Ideal,E,SI1,2,6,ok,no,ok
2383,0.72,62,56,5.75,5.79,3.58,Ideal,G,VS2,4,5,ok,ok,ok
1368,0.5,60.9,57,5.15,5.12,3.12,Ideal,D,SI2,1,7,ok,no,ok
1378,0.5,62.7,57,5.09,5.06,3.18,Ideal,F,SI1,3,6,ok,no,ok
2399,0.56,62,56,5.33,5.28,3.29,Ideal,G,IF,4,1,ok,ok,ok
2442,0.56,62,56,5.3,5.32,3.29,Ideal,G,IF,4,1,ok,ok,ok
1410,0.5,60.8,57,5.09,5.14,3.11,Ideal,E,SI1,2,6,ok,no,ok
1743,0.72,62,57,5.68,5.64,3.51,Ideal,F,SI2,3,7,ok,no,ok
1410,0.5,60.1,57,5.14,5.27,3.13,Ideal,E,SI1,2,6,ok,no,ok
1752,0.58,62,57,5.33,5.35,3.31,Ideal,E,VS2,2,5,ok,no,ok
1410,0.5,62.2,57,5.06,5.1,3.16,Ideal,E,SI1,2,6,ok,no,ok
1884,0.58,62,57,5.32,5.35,3.31,Ideal,G,VS1,4,4,ok,no,ok
1415,0.5,61.6,57,5.13,5.09,3.15,Ideal,E,SI1,2,6,ok,no,ok
2022,0.55,62,57,5.22,5.26,3.25,Ideal,G,VVS2,4,3,ok,ok,ok
2061,0.6,62,57,5.41,5.42,3.36,Ideal,E,VS2,2,5,ok,ok,ok
2129,0.55,62,57,5.26,5.22,3.25,Ideal,G,VVS2,4,3,ok,ok,ok
2167,0.76,62,57,5.86,5.81,3.62,Ideal,J,VVS2,7,3,ok,ok,ok
2215,0.73,62,57,5.74,5.77,3.56,Ideal,I,SI1,6,6,ok,ok,ok
2257,0.77,62,57,5.84,5.87,3.63,Ideal,J,SI1,7,6,ok,ok,ok
2347,0.6,62,57,5.41,5.46,3.37,Ideal,G,VVS2,4,3,ok,ok,ok
2359,0.72,62,57,5.72,5.76,3.56,Ideal,F,SI2,3,7,ok,ok,ok
1415,0.5,62.2,57,5.11,5.05,3.16,Ideal,E,SI1,2,6,ok,no,ok
2415,0.7,62,57,5.68,5.65,3.51,Ideal,D,SI2,1,7,ok,ok,ok
2476,0.72,62,57,5.72,5.66,3.53,Ideal,E,SI1,2,6,ok,ok,ok
1424,0.5,62.6,57,5.11,5.05,3.18,Ideal,G,VS2,4,5,ok,no,ok
2495,0.8,62,57,5.96,5.98,3.7,Ideal,F,SI2,3,7,ok,ok,ok
1953,0.7,62,58,5.66,5.69,3.52,Ideal,J,VS2,7,5,ok,no,ok
2266,0.71,62,58,5.75,5.72,3.55,Ideal,I,VS1,6,4,ok,ok,ok
2332,0.7,62,58,5.66,5.7,3.52,Ideal,E,SI2,2,7,ok,ok,ok
1705,0.59,62,57,5.31,5.4,3.32,Ideal,G,VS2,4,5,ok,no,ok
1750,0.51,62,57,5.1,5.13,3.17,Ideal,G,VVS2,4,3,ok,no,ok
1841,0.51,62,57,5.11,5.15,3.18,Ideal,E,VS1,2,4,ok,no,ok
1842,0.51,62,57,5.13,5.1,3.17,Ideal,G,VVS2,4,3,ok,no,ok
1872,0.52,62,57,5.16,5.13,3.19,Ideal,F,VS1,3,4,ok,no,ok
1877,0.51,62,57,5.11,5.15,3.18,Ideal,G,VVS2,4,3,ok,no,ok
2030,0.54,62,57,5.25,5.21,3.24,Ideal,G,VVS1,4,2,ok,ok,ok
2177,0.53,62,57,5.17,5.2,3.21,Ideal,F,VVS2,3,3,ok,ok,ok
1436,0.5,62.7,57,5.06,5.11,3.19,Ideal,F,VS2,3,5,ok,no,ok
2447,0.57,62,57,5.29,5.33,3.29,Ideal,E,VVS2,2,3,ok,ok,ok
2018,0.5,62,58,5.06,5.07,3.14,Ideal,F,VVS1,3,2,ok,ok,ok
1627,0.61,62,57,5.43,5.46,3.37,Ideal,I,VS2,6,5,ok,no,ok
1436,0.5,62.7,57,5.08,5.1,3.19,Ideal,F,VS2,3,5,ok,no,ok
1436,0.5,62.5,57,5.07,5.11,3.18,Ideal,F,VS2,3,5,ok,no,ok
1436,0.5,61.2,57,5.1,5.13,3.13,Ideal,F,VS2,3,5,ok,no,ok
2230,0.53,62,58,5.16,5.2,3.21,Ideal,E,VVS2,2,3,ok,ok,ok
1449,0.5,62,57,5.08,5.11,3.16,Ideal,G,VS2,4,5,ok,no,ok
2273,0.53,62.1,53.2,5.17,5.21,3.22,Ideal,F,VVS1,3,2,ok,ok,ok
1449,0.5,62.5,57,5.04,5.07,3.16,Ideal,G,VS2,4,5,ok,no,ok
973,0.51,60.6,57,5.17,5.2,3.14,Ideal,G,SI2,4,7,no,no,ok
1046,0.51,62.7,57,5.08,5.1,3.19,Ideal,F,SI2,3,7,no,no,ok
1080,0.51,62.5,57,5.04,5.08,3.16,Ideal,J,VS2,7,5,no,no,ok
1146,0.51,61.3,57,5.16,5.19,3.17,Ideal,F,SI2,3,7,no,no,ok
1760,0.57,62.1,55,5.35,5.31,3.31,Ideal,F,VS2,3,5,ok,no,ok
1778,0.57,62.1,55,5.37,5.33,3.32,Ideal,E,VS2,2,5,ok,no,ok
1274,0.51,62.8,57,5.09,5.07,3.19,Ideal,F,SI1,3,6,no,no,ok
1790,0.58,62.1,55,5.37,5.33,3.32,Ideal,F,VS2,3,5,ok,no,ok
1838,0.5,62.1,55,5.05,5.09,3.15,Ideal,G,VVS2,4,3,ok,no,ok
1857,0.53,62.1,55,5.17,5.2,3.22,Ideal,D,VS2,1,5,ok,no,ok
1284,0.51,61.2,57,5.14,5.16,3.15,Ideal,E,SI1,2,6,no,no,ok
1905,0.51,62.1,55,5.14,5.2,3.21,Ideal,H,IF,5,1,ok,no,ok
1916,0.59,62.1,55,5.35,5.4,3.34,Ideal,G,VS1,4,4,ok,no,ok
1935,0.5,62.1,55,5.09,5.05,3.15,Ideal,G,VVS2,4,3,ok,no,ok
1956,0.53,62.1,55,5.2,5.17,3.22,Ideal,D,VS2,1,5,ok,no,ok
1959,0.51,62.1,55,5.14,5.2,3.21,Ideal,D,VS1,1,4,ok,no,ok
2154,0.48,62.1,55,5,5.05,3.12,Ideal,F,IF,3,1,ok,ok,ok
2460,0.47,62.1,55,4.98,5.01,3.1,Ideal,D,VVS1,1,2,ok,ok,ok
1359,0.51,62.8,57,5.12,5.1,3.21,Ideal,D,SI2,1,7,ok,no,ok
1721,0.53,62.1,56,5.17,5.2,3.22,Ideal,E,VS2,2,5,ok,no,ok
1787,0.51,62.1,56,5.11,5.16,3.19,Ideal,D,VS2,1,5,ok,no,ok
1673,0.67,62,58,5.6,5.63,3.48,Ideal,F,SI2,3,7,ok,no,ok
1402,0.51,61.7,57,5.15,5.12,3.17,Ideal,E,SI1,2,6,ok,no,ok
1790,0.58,62.1,56,5.37,5.33,3.32,Ideal,F,VS2,3,5,ok,no,ok
1403,0.51,60.6,57,5.15,5.18,3.13,Ideal,D,SI1,1,6,ok,no,ok
1406,0.51,60,57,5.25,5.21,3.14,Ideal,F,SI1,3,6,ok,no,ok
1813,0.53,62.1,56,5.2,5.17,3.22,Ideal,E,VS2,2,5,ok,no,ok
1829,0.52,62.1,56,5.15,5.17,3.2,Ideal,G,VVS1,4,2,ok,no,ok
1438,0.51,62.2,57,5.08,5.12,3.17,Ideal,E,SI1,2,6,ok,no,ok
1438,0.51,61.7,57,5.12,5.15,3.17,Ideal,G,VS2,4,5,ok,no,ok
1833,0.52,62.1,56,5.14,5.16,3.2,Ideal,G,VVS2,4,3,ok,no,ok
971,0.52,61.1,57,5.18,5.2,3.17,Ideal,D,I1,1,8,no,no,ok
1141,0.52,61.6,57,5.16,5.19,3.19,Ideal,J,VS2,7,5,no,no,ok
1146,0.52,61.8,57,5.14,5.18,3.19,Ideal,E,SI2,2,7,no,no,ok
1151,0.52,61.4,57,5.17,5.21,3.19,Ideal,J,VS2,7,5,no,no,ok
1836,0.51,62.1,56,5.15,5.13,3.19,Ideal,F,VS1,3,4,ok,no,ok
1851,0.57,62.1,56,5.3,5.33,3.3,Ideal,G,VS1,4,4,ok,no,ok
1882,0.51,62.1,56,5.16,5.11,3.19,Ideal,D,VS2,1,5,ok,no,ok
1911,0.52,62.1,56,5.14,5.17,3.2,Ideal,G,VVS2,4,3,ok,no,ok
1226,0.52,60.9,57,5.22,5.2,3.17,Ideal,F,SI2,3,7,no,no,ok
1949,0.57,62.1,56,5.33,5.3,3.3,Ideal,G,VS1,4,4,ok,no,ok
1958,0.53,62.1,56,5.19,5.21,3.23,Ideal,G,VVS1,4,2,ok,no,ok
1232,0.52,61.5,57,5.12,5.16,3.16,Ideal,F,SI1,3,6,no,no,ok
1250,0.52,61.6,57,5.16,5.19,3.19,Ideal,F,SI1,3,6,no,no,ok
1963,0.57,62.1,56,5.34,5.29,3.3,Ideal,D,VS2,1,5,ok,no,ok
1330,0.52,61.4,57,5.15,5.18,3.17,Ideal,E,SI1,2,6,ok,no,ok
1354,0.52,60.4,57,5.23,5.27,3.17,Ideal,G,SI1,4,6,ok,no,ok
1389,0.52,62.1,57,5.1,5.14,3.18,Ideal,E,SI1,2,6,ok,no,ok
1412,0.52,61,57,5.18,5.21,3.17,Ideal,E,SI2,2,7,ok,no,ok
1429,0.52,61.4,57,5.18,5.15,3.17,Ideal,E,SI1,2,6,ok,no,ok
2012,0.52,62.1,56,5.17,5.14,3.2,Ideal,G,VVS2,4,3,ok,ok,ok
2090,0.54,62.1,56,5.22,5.19,3.23,Ideal,G,VVS2,4,3,ok,ok,ok
1132,0.53,59.9,57,5.25,5.3,3.16,Ideal,G,SI2,4,7,no,no,ok
1262,0.53,63,57,5.16,5.13,3.24,Ideal,E,SI2,2,7,no,no,ok
1268,0.53,62.4,57,5.18,5.21,3.24,Ideal,F,SI1,3,6,no,no,ok
1314,0.53,60.4,57,5.26,5.3,3.19,Ideal,D,SI2,1,7,ok,no,ok
1315,0.53,60.9,57,5.23,5.21,3.18,Ideal,E,SI2,2,7,ok,no,ok
2290,0.53,62.1,56,5.22,5.15,3.22,Ideal,F,VVS2,3,3,ok,ok,ok
2357,0.56,62.1,56,5.31,5.29,3.29,Ideal,G,VVS2,4,3,ok,ok,ok
1363,0.53,62.4,57,5.21,5.18,3.24,Ideal,F,SI1,3,6,ok,no,ok
2360,0.57,62.1,56,5.35,5.31,3.31,Ideal,F,VVS2,3,3,ok,ok,ok
1961,0.58,62.1,53.6,5.35,5.38,3.34,Ideal,H,VVS1,5,2,ok,no,ok
2351,0.73,62.1,54,5.81,5.76,3.59,Ideal,G,SI1,4,6,ok,ok,ok
2365,0.71,62.1,54,5.73,5.76,3.57,Ideal,F,SI2,3,7,ok,ok,ok
2365,0.71,62.1,54,5.72,5.74,3.56,Ideal,F,SI2,3,7,ok,ok,ok
2240,0.7,62.1,54.6,5.68,5.72,3.54,Ideal,I,VS2,6,5,ok,ok,ok
2442,0.57,62.1,54.6,5.31,5.35,3.31,Ideal,E,VVS2,2,3,ok,ok,ok
1363,0.53,62.9,57,5.18,5.15,3.25,Ideal,F,SI1,3,6,ok,no,ok
1761,0.58,62.1,55,5.35,5.34,3.32,Ideal,E,VS2,2,5,ok,no,ok
1246,0.54,60.4,57,5.27,5.33,3.2,Ideal,E,SI2,2,7,no,no,ok
1871,0.55,62.1,55,5.27,5.25,3.26,Ideal,F,VS2,3,5,ok,no,ok
1266,0.54,60.4,57,5.27,5.3,3.19,Ideal,E,SI2,2,7,no,no,ok
1292,0.54,62.6,57,5.18,5.21,3.25,Ideal,G,SI1,4,6,no,no,ok
1340,0.54,60.4,57,5.33,5.27,3.2,Ideal,E,SI2,2,7,ok,no,ok
1369,0.54,59.8,57,5.31,5.29,3.17,Ideal,F,SI1,3,6,ok,no,ok
1385,0.54,60.5,57,5.25,5.27,3.18,Ideal,F,SI1,3,6,ok,no,ok
1666,0.58,62.1,56,5.33,5.37,3.32,Ideal,F,VS2,3,5,ok,no,ok
1389,0.54,62.6,57,5.21,5.18,3.25,Ideal,G,SI1,4,6,ok,no,ok
1100,0.55,60.9,57,5.24,5.3,3.21,Ideal,J,SI1,7,6,no,no,ok
1165,0.55,62.6,57,5.21,5.17,3.25,Ideal,J,VS2,7,5,no,no,ok
1689,0.52,59.5,57,5.25,5.27,3.13,Ideal,E,VS2,2,5,ok,no,ok
1875,0.59,62.1,55,5.4,5.42,3.36,Ideal,E,VS2,2,5,ok,no,ok
1175,0.55,62.3,57,5.22,5.27,3.27,Ideal,F,SI2,3,7,no,no,ok
1624,0.5,60,57,5.12,5.15,3.08,Ideal,E,VS2,2,5,ok,no,ok
2018,0.59,62.1,55,5.4,5.35,3.34,Ideal,G,VS1,4,4,ok,ok,ok
2319,0.71,62.1,55,5.67,5.73,3.55,Ideal,I,SI1,6,6,ok,ok,ok
2371,0.7,62.1,55,5.63,5.61,3.49,Ideal,G,VS2,4,5,ok,ok,ok
2373,0.63,62.1,55,5.5,5.52,3.42,Ideal,D,VS2,1,5,ok,ok,ok
2409,0.7,62.1,55,5.68,5.72,3.54,Ideal,F,SI1,3,6,ok,ok,ok
2430,0.72,62.1,55,5.73,5.76,3.56,Ideal,I,VS1,6,4,ok,ok,ok
1363,0.55,60.9,57,5.26,5.29,3.21,Ideal,D,SI2,1,7,ok,no,ok
1596,0.55,60.3,57,5.28,5.3,3.19,Ideal,E,VS2,2,5,ok,no,ok
2440,0.72,62.1,55,5.73,5.8,3.58,Ideal,F,SI1,3,6,ok,ok,ok
2089,0.72,62.1,55.3,5.72,5.74,3.56,Ideal,G,SI2,4,7,ok,ok,ok
2302,0.73,62.1,55.8,5.77,5.81,3.6,Ideal,I,VS1,6,4,ok,ok,ok
1805,0.58,62.1,56,5.34,5.32,3.31,Ideal,I,VVS1,6,2,ok,no,ok
1864,0.57,62.1,56,5.29,5.34,3.3,Ideal,D,VS2,1,5,ok,no,ok
1868,0.57,62.1,56,5.31,5.34,3.3,Ideal,G,VS1,4,4,ok,no,ok
