price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod,
540,0.35,62.1,53,4.53,4.55,2.82,Ideal,J,VVS1,7,2,0.006021564
540,0.3,62.1,57,4.29,4.34,2.68,Ideal,I,VVS1,6,2,0.006012283
540,0.3,61.8,54,4.32,4.35,2.68,Ideal,I,VVS1,6,2,0.005956806
540,0.3,62.1,54,4.29,4.31,2.67,Ideal,I,VVS1,6,2,0.006076807
540,0.4,62.6,55,4.7,4.72,2.95,Ideal,H,SI2,5,7,0.006112208
540,0.4,62.2,55,4.75,4.77,2.96,Ideal,H,SI2,5,7,0.005964256
540,0.34,61.9,55,4.5,4.52,2.79,Ideal,G,SI1,4,6,0.005991337
540,0.34,61.5,55,4.49,4.52,2.77,Ideal,G,SI1,4,6,0.006048036
540,0.34,61.8,54,4.48,4.51,2.78,Ideal,G,SI1,4,6,0.006053124
540,0.32,63,56,4.35,4.32,2.73,Ideal,G,SI2,4,7,0.006237554
540,0.32,62.5,55,4.4,4.37,2.74,Ideal,G,SI2,4,7,0.006073867
2093,0.51,61.2,56,5.17,5.19,3.17,Ideal,F,VVS2,3,3,0.005995881
2093,0.51,62.2,56,5.08,5.12,3.17,Ideal,F,VVS2,3,3,0.006185535
2093,0.51,62.4,57,5.08,5.12,3.18,Ideal,F,VVS2,3,3,0.006166083
2093,0.51,61.2,56,5.17,5.19,3.17,Ideal,F,VVS2,3,3,0.005995881
2095,0.57,60.7,55,5.34,5.36,3.25,Ideal,G,VVS2,4,3,0.00612753
2095,0.57,61.7,56,5.3,5.33,3.28,Ideal,G,VVS2,4,3,0.006151739
2095,0.57,61.7,54,5.32,5.41,3.31,Ideal,G,VVS2,4,3,0.005983261
2096,0.57,60.7,56,5.37,5.41,3.27,Ideal,F,VS2,3,5,0.006000059
2096,0.7,60.3,57,5.75,5.79,3.48,Ideal,J,SI1,7,6,0.006041884
2096,0.7,61,56,5.69,5.82,3.51,Ideal,J,SI1,7,6,0.006022207
2096,0.54,60.9,57,5.26,5.31,3.22,Ideal,H,IF,5,1,0.006004234
2096,0.51,62.4,54,5.12,5.17,3.21,Ideal,G,IF,4,1,0.00600212
2097,0.56,62.1,56,5.32,5.28,3.29,Ideal,F,VS1,3,4,0.006059637
2098,0.51,61.8,56,5.13,5.16,3.18,Ideal,F,VVS2,3,3,0.006058652
2098,0.51,61.7,56,5.14,5.16,3.18,Ideal,F,VVS2,3,3,0.006046864
2098,0.51,61.9,56,5.09,5.14,3.16,Ideal,F,VVS2,3,3,0.006168821
2098,0.55,60.1,56,5.33,5.38,3.22,Ideal,I,IF,6,1,0.005956585
2099,0.72,61.4,57,5.76,5.8,3.55,Ideal,J,VS2,7,5,0.006070908
2099,0.6,60.9,55,5.49,5.51,3.34,Ideal,F,VS2,3,5,0.005938556
2099,0.57,61.7,56,5.3,5.37,3.29,Ideal,D,VS2,1,5,0.006087357
2100,0.7,62.9,56,5.66,5.6,3.54,Ideal,E,SI2,2,7,0.006238646
2100,0.5,60.4,54,5.17,5.23,3.14,Ideal,D,VVS2,1,3,0.005889089
2100,0.81,62.2,57,5.95,5.92,3.69,Ideal,J,SI2,7,7,0.006231893
2100,0.5,60.5,56,5.18,5.16,3.13,Ideal,E,VS2,2,5,0.00597649
2101,0.73,62.3,55,5.74,5.78,3.59,Ideal,J,VS2,7,5,0.006128987
2102,0.48,60.7,56,5.04,5.08,3.07,Ideal,E,VVS2,2,3,0.006106729
2103,0.57,61.8,56,5.34,5.31,3.29,Ideal,D,VS2,1,5,0.006110028
2103,0.57,61.4,56,5.37,5.34,3.29,Ideal,D,VS2,1,5,0.006041759
2103,0.59,61.9,56,5.39,5.34,3.32,Ideal,D,VS2,1,5,0.006174246
2104,0.75,61.2,56,5.86,5.9,3.6,Ideal,J,VS2,7,5,0.006025723
2104,0.5,61.5,56,5.11,5.14,3.15,Ideal,G,IF,4,1,0.006043318
2105,0.6,61.3,57,5.4,5.47,3.33,Ideal,G,VS1,4,4,0.006099945
2105,0.52,61.9,55,5.16,5.18,3.2,Ideal,E,VS1,2,4,0.006079585
2106,0.74,61.7,55,5.83,5.87,3.61,Ideal,J,VVS2,7,3,0.005989876
2106,0.63,61.1,55,5.6,5.56,3.41,Ideal,D,VS2,1,5,0.005933669
2106,0.53,61.4,57,5.21,5.18,3.19,Ideal,G,VVS1,4,2,0.006156271
2106,0.65,61.8,55,5.6,5.56,3.45,Ideal,H,VS1,5,4,0.00605106
2107,0.55,62,56,5.27,5.24,3.26,Ideal,E,VS1,2,4,0.006109465
2107,0.55,61.2,57,5.3,5.28,3.24,Ideal,E,VS1,2,4,0.006066077
2107,0.77,62,56,5.92,5.86,3.65,Ideal,F,SI2,3,7,0.006081049
2107,0.7,61.4,55,5.72,5.75,3.53,Ideal,J,VS1,7,4,0.006029197
2107,0.7,61.1,58,5.69,5.7,3.48,Ideal,H,SI1,5,6,0.006201999
2107,0.7,61.9,57,5.66,5.69,3.51,Ideal,H,SI1,5,6,0.006192446
2108,0.61,62.4,55,5.45,5.42,3.39,Ideal,F,VS2,3,5,0.006091642
2109,0.54,61,57,5.26,5.3,3.22,Ideal,F,VVS2,3,3,0.006015563
2109,0.6,60.2,57,5.49,5.54,3.32,Ideal,G,VS1,4,4,0.005941978
2110,0.57,61.3,57,5.34,5.37,3.28,Ideal,E,VS1,2,4,0.006060179
2110,0.7,62.1,55,5.69,5.72,3.54,Ideal,H,SI2,5,7,0.006075562
2110,0.7,61.6,54,5.71,5.75,3.53,Ideal,H,SI2,5,7,0.006039756
2110,0.7,61.6,53,5.73,5.76,3.54,Ideal,I,SI1,6,6,0.005991253
2110,0.7,61.9,58,5.66,5.68,3.51,Ideal,I,SI1,6,6,0.006203348
2110,0.7,62.5,55,5.68,5.71,3.56,Ideal,I,SI1,6,6,0.006062665
2110,0.7,62.5,55,5.7,5.73,3.57,Ideal,I,SI1,6,6,0.006003442
2111,0.51,61,57,5.17,5.16,3.15,Ideal,G,VVS1,4,2,0.006069031
2111,0.7,61.1,57,5.7,5.75,3.5,Ideal,I,VS2,6,5,0.006102212
2111,0.71,62.6,54,5.68,5.73,3.57,Ideal,I,SI1,6,6,0.006110647
2111,0.52,60.9,57,5.17,5.21,3.16,Ideal,I,IF,6,1,0.006109251
2111,0.51,62.6,57,5.14,5.08,3.2,Ideal,G,VVS1,4,2,0.006103703
2111,0.51,62.3,55,5.14,5.1,3.19,Ideal,G,VVS1,4,2,0.006098825
2112,0.6,62,56,5.4,5.43,3.36,Ideal,E,VS2,2,5,0.006090015
2112,0.72,61.4,55,5.81,5.78,3.56,Ideal,H,SI2,5,7,0.006022524
2112,0.72,62.7,57,5.74,5.71,3.59,Ideal,J,VS1,7,4,0.006119135
2113,0.47,61.6,56,4.97,5.01,3.07,Ideal,E,VVS2,2,3,0.006148446
2113,0.47,61.6,56,5,5.02,3.09,Ideal,F,VVS1,3,2,0.006059903
2113,0.7,62.1,56,5.74,5.67,3.54,Ideal,H,SI1,5,6,0.006075749
2115,0.61,59.7,57,5.57,5.52,3.31,Ideal,E,VS2,2,5,0.005993873
2116,0.52,62.3,57,5.12,5.15,3.2,Ideal,E,VVS2,2,3,0.006162773
2116,0.55,62.6,56,5.24,5.27,3.29,Ideal,G,VVS1,4,2,0.006053756
2117,0.58,60.6,55,5.41,5.48,3.3,Ideal,F,VS1,3,4,0.005928383
2117,0.56,61.8,55,5.33,5.28,3.28,Ideal,E,VS1,2,4,0.006066707
2117,0.56,61.1,56,5.34,5.29,3.25,Ideal,E,VS1,2,4,0.00609969
2117,0.56,61.8,56,5.33,5.28,3.28,Ideal,E,VS1,2,4,0.006066707
2118,0.56,61.8,56,5.28,5.33,3.28,Ideal,H,VVS2,5,3,0.006066707
2119,0.56,61,56,5.33,5.35,3.26,Ideal,F,VVS2,3,3,0.006024062
2119,0.55,60.5,57,5.3,5.34,3.22,Ideal,F,VS1,3,4,0.006035173
2119,0.55,61.8,55,5.28,5.3,3.27,Ideal,F,VS1,3,4,0.006010424
2119,0.55,61.8,55,5.29,5.32,3.28,Ideal,D,VS1,1,4,0.005958289
2120,0.55,61.5,55,5.25,5.29,3.25,Ideal,H,IF,5,1,0.006093465
2120,0.55,61.9,56,5.26,5.34,3.26,Ideal,H,IF,5,1,0.006006453
2121,0.73,62,53,5.78,5.82,3.6,Ideal,J,VS1,7,4,0.006027949
2122,0.8,62.4,57,5.91,5.83,3.66,Ideal,H,SI2,5,7,0.006343849
2122,0.73,62,56,5.75,5.8,3.58,Ideal,I,SI1,6,6,0.006114261
2122,0.57,61.5,54,5.36,5.38,3.3,Ideal,D,VS1,1,4,0.005989821
2122,0.71,61.5,56,5.71,5.74,3.52,Ideal,H,SI2,5,7,0.006154144
2122,0.71,62.1,57,5.68,5.76,3.55,Ideal,H,SI2,5,7,0.006113067
2123,0.54,61.8,55,5.24,5.27,3.25,Ideal,G,VVS1,4,2,0.00601684
2123,0.54,62.2,56,5.2,5.22,3.24,Ideal,G,VVS1,4,2,0.006140092
2123,0.52,61.3,56,5.19,5.22,3.19,Ideal,F,VS1,3,4,0.006016928
2125,0.6,60.4,57,5.53,5.49,3.33,Ideal,D,VS2,1,5,0.005934847
2125,0.59,62.7,56,5.33,5.36,3.35,Ideal,G,VVS2,4,3,0.006164746
2125,0.59,62.6,57,5.33,5.37,3.35,Ideal,G,VVS2,4,3,0.006153266
2129,0.59,61.3,55,5.42,5.44,3.33,Ideal,G,VS1,4,4,0.006009102
2129,0.55,62.5,56,5.25,5.22,3.27,Ideal,G,VVS2,4,3,0.00613741
2129,0.55,62,57,5.26,5.22,3.25,Ideal,G,VVS2,4,3,0.006163439
2129,0.55,61.9,56,5.27,5.23,3.25,Ideal,G,VVS2,4,3,0.006139981
2131,0.53,61.6,55,5.21,5.24,3.22,Ideal,F,VVS2,3,3,0.006029079
2131,0.66,61,57,5.61,5.66,3.43,Ideal,H,VS1,5,4,0.006059971
2131,0.6,61.6,56,5.44,5.47,3.36,Ideal,G,VS1,4,4,0.006001029
2131,0.72,61.5,56,5.8,5.75,3.55,Ideal,H,SI2,5,7,0.006081466
2131,0.59,61,57,5.44,5.41,3.31,Ideal,G,VVS2,4,3,0.006056586
2132,0.58,61.9,57,5.33,5.36,3.31,Ideal,G,VVS2,4,3,0.006133495
2132,0.55,62.2,54,5.27,5.24,3.27,Ideal,G,VS1,4,4,0.006090782
2133,0.58,61.8,56,5.35,5.36,3.31,Ideal,G,VVS2,4,3,0.006110566
2133,0.55,61.7,55,5.27,5.29,3.26,Ideal,D,VS2,1,5,0.00605172
2133,0.55,61.7,55,5.27,5.29,3.26,Ideal,H,IF,5,1,0.00605172
2135,0.58,61.6,56,5.37,5.4,3.31,Ideal,G,VVS2,4,3,0.006042713
2135,0.56,61.3,56,5.32,5.35,3.27,Ideal,H,IF,5,1,0.006016929
2136,0.72,60.9,58,5.74,5.78,3.51,Ideal,J,VVS2,7,3,0.006182806
2136,0.71,61.4,57,5.76,5.8,3.55,Ideal,G,SI1,4,6,0.00598659
2137,0.52,60.6,56,5.22,5.24,3.17,Ideal,F,VVS2,3,3,0.005997114
2137,0.6,62.3,53.8,5.41,5.45,3.38,Ideal,E,VS2,2,5,0.006020614
2137,0.53,62.7,56,5.23,5.13,3.25,Ideal,G,IF,4,1,0.006078179
2138,0.51,60.3,56,5.2,5.23,3.15,Ideal,F,VVS2,3,3,0.005953256
2138,0.52,61.5,56,5.19,5.22,3.2,Ideal,F,VS1,3,4,0.005998125
2138,0.7,61.2,58,5.74,5.77,3.52,Ideal,H,SI1,5,6,0.006004373
2138,0.7,62.8,55,5.68,5.65,3.56,Ideal,F,SI2,3,7,0.006127048
2139,0.72,62.4,58,5.71,5.76,3.58,Ideal,J,VVS1,7,2,0.006114921
2139,0.72,62.1,59,5.71,5.76,3.56,Ideal,G,SI2,4,7,0.006149275
540,0.32,62.6,56,4.41,4.37,2.75,Ideal,F,SI2,3,7,0.006038058
540,0.3,62.6,56,4.31,4.29,2.69,Ideal,I,VS2,6,5,0.006031626
540,0.32,61.3,57,4.43,4.41,2.71,Ideal,J,VS1,7,4,0.006044194
540,0.32,62.5,57,4.38,4.35,2.73,Ideal,G,SI2,4,7,0.006152108
540,0.3,62.6,55,4.32,4.28,2.69,Ideal,H,SI1,5,6,0.006031724
2140,0.59,61.1,56,5.43,5.47,3.33,Ideal,F,VS1,3,4,0.00596514
2141,0.71,61,58,5.77,5.81,3.53,Ideal,I,VS2,6,5,0.00599973
2141,0.6,60.6,56,5.47,5.52,3.33,Ideal,E,VS2,2,5,0.005967338
2141,0.62,61.8,57,5.47,5.5,3.39,Ideal,G,VS1,4,4,0.006079138
2142,0.7,63.1,54,5.61,5.67,3.56,Ideal,I,VS1,6,4,0.006181617
2142,0.7,63,54,5.63,5.7,3.57,Ideal,I,VS1,6,4,0.006110075
2142,0.7,59.9,57,5.77,5.74,3.45,Ideal,H,SI2,5,7,0.006126201
2142,0.6,62.9,57,5.35,5.31,3.35,Ideal,F,VS1,3,4,0.006304609
2143,0.6,63,55,5.39,5.37,3.39,Ideal,F,VVS2,3,3,0.006114888
2143,0.53,61.4,56,5.21,5.25,3.21,Ideal,E,VS1,2,4,0.006036342
2143,0.53,60.1,57,5.25,5.31,3.17,Ideal,E,VS1,2,4,0.005997397
2143,0.76,62.1,54,5.88,5.84,3.64,Ideal,G,SI2,4,7,0.006080258
2145,0.56,61.9,57,5.31,5.29,3.28,Ideal,E,VS1,2,4,0.006078046
2145,0.71,61.6,56,5.72,5.8,3.56,Ideal,I,VVS2,6,3,0.00601152
2145,0.51,62,55,5.13,5.16,3.19,Ideal,D,VVS2,1,3,0.006039659
2145,0.5,62.6,53.1,5.08,5.11,3.19,Ideal,F,VVS1,3,2,0.006038022
2146,0.52,60.4,56,5.24,5.26,3.17,Ideal,D,VS1,1,4,0.005951508
2146,0.51,62.9,58,5.07,5.11,3.2,Ideal,G,IF,4,1,0.006151646
2147,0.61,61,57,5.45,5.47,3.33,Ideal,D,VS2,1,5,0.006144715
2147,0.6,61.2,56,5.43,5.47,3.33,Ideal,G,VS1,4,4,0.006066244
2147,0.6,61.1,57,5.41,5.45,3.32,Ideal,G,VS1,4,4,0.00612942
2147,0.6,62.5,56,5.37,5.41,3.36,Ideal,G,VS1,4,4,0.006146677
2147,0.77,61.6,55,5.87,5.93,3.63,Ideal,J,SI1,7,6,0.006093844
2147,0.57,61.9,56,5.3,5.29,3.28,Ideal,G,VVS2,4,3,0.006198255
2148,0.56,62.6,53,5.27,5.31,3.31,Ideal,G,VVS2,4,3,0.006045816
2150,0.72,61.5,57,5.74,5.77,3.54,Ideal,J,VVS2,7,3,0.006141034
2153,0.53,61.6,57,5.2,5.22,3.21,Ideal,G,VVS1,4,2,0.006082708
2154,0.7,62.2,55,5.69,5.73,3.55,Ideal,I,VS2,6,5,0.006047875
2154,0.53,61.1,57,5.22,5.25,3.2,Ideal,H,VVS1,5,2,0.006043605
2154,0.74,61.6,57,5.77,5.83,3.57,Ideal,J,VS1,7,4,0.006161964
2154,0.72,62.3,55,5.73,5.76,3.58,Ideal,J,SI1,7,6,0.006093578
2154,0.48,62.1,55,5,5.05,3.12,Ideal,F,IF,3,1,0.006092917
2155,0.59,62.3,56,5.34,5.39,3.34,Ideal,G,VVS2,4,3,0.006137274
2155,0.64,62.3,54,5.54,5.56,3.46,Ideal,G,VS1,4,4,0.006005087
2155,0.73,62.1,57,5.75,5.71,3.56,Ideal,E,SI2,2,7,0.006245524
2156,0.63,62.1,56,5.54,5.51,3.43,Ideal,E,VS2,2,5,0.00601707
2156,0.62,60.7,56,5.54,5.57,3.37,Ideal,E,SI1,2,6,0.005962067
2157,0.56,60.4,57,5.35,5.39,3.24,Ideal,H,IF,5,1,0.005993775
2157,0.56,61.3,55,5.31,5.33,3.26,Ideal,H,IF,5,1,0.006069441
2158,0.53,62.2,56,5.18,5.2,3.23,Ideal,F,VVS2,3,3,0.006091724
2159,0.77,61.4,55,5.9,5.95,3.64,Ideal,J,VS2,7,5,0.006025878
2159,0.59,61.7,55,5.38,5.41,3.33,Ideal,G,VS2,4,5,0.00608735
2160,0.53,61.9,56,5.18,5.22,3.22,Ideal,F,VVS2,3,3,0.00608723
2160,0.53,60.8,56,5.22,5.24,3.18,Ideal,F,VVS2,3,3,0.006093221
2160,0.53,61.3,57,5.2,5.24,3.2,Ideal,F,VVS2,3,3,0.006078428
2160,0.5,61.6,56,5.11,5.08,3.14,Ideal,F,VVS2,3,3,0.006134169
2160,0.5,62.2,54,5.11,5.09,3.17,Ideal,F,VVS2,3,3,0.00606418
2160,0.5,62,55,5.12,5.1,3.17,Ideal,F,VVS2,3,3,0.006040468
2161,0.7,61.2,56,5.72,5.78,3.52,Ideal,F,SI1,3,6,0.006014943
2161,0.61,61.6,57,5.42,5.45,3.35,Ideal,E,VS1,2,4,0.006164378
2161,0.75,61.9,56,5.81,5.85,3.61,Ideal,J,VS1,7,4,0.006112545
2161,0.71,59.9,59,5.79,5.83,3.48,Ideal,F,SI2,3,7,0.006044105
2162,0.77,60.3,56,5.96,5.92,3.58,Ideal,G,SI2,4,7,0.006095927
2162,0.71,60.5,58,5.77,5.8,3.5,Ideal,J,VVS2,7,3,0.006061589
2162,0.51,61.6,54,5.17,5.19,3.19,Ideal,G,IF,4,1,0.005958289
2163,0.51,61.7,57,5.12,5.15,3.17,Ideal,F,VVS1,3,2,0.006101459
2163,0.53,61.8,55,5.21,5.24,3.23,Ideal,E,VS2,2,5,0.006010413
2163,0.7,62.7,57,5.63,5.67,3.54,Ideal,I,VS1,6,4,0.006194458
2163,0.7,60.1,57,5.78,5.81,3.48,Ideal,F,SI2,3,7,0.005989835
2163,0.51,61.3,56,5.15,5.19,3.16,Ideal,G,IF,4,1,0.006038214
2164,0.73,59.6,56,5.89,5.85,3.5,Ideal,F,SI2,3,7,0.006053181
2164,0.57,61.5,55,5.35,5.37,3.3,Ideal,E,VS1,2,4,0.006012192
2164,0.56,62.3,55,5.31,5.25,3.29,Ideal,G,VVS1,4,2,0.00610574
2164,0.52,61.5,56,5.21,5.16,3.19,Ideal,G,IF,4,1,0.006063526
2165,0.82,61,55,6.04,5.99,3.67,Ideal,G,SI2,4,7,0.006175669
2165,0.75,62.1,57,5.82,5.78,3.6,Ideal,H,SI1,5,6,0.006193098
2165,0.5,61.1,57,5.13,5.15,3.14,Ideal,E,VVS2,2,3,0.006027202
2165,0.5,61,57,5.13,5.16,3.14,Ideal,F,VVS1,3,2,0.006015522
2165,0.5,60.4,56,5.16,5.21,3.13,Ideal,F,VVS1,3,2,0.005942077
2166,0.59,61.5,57,5.4,5.46,3.34,Ideal,G,VVS1,4,2,0.005991273
2166,0.61,61.6,55,5.45,5.49,3.37,Ideal,G,VS1,4,4,0.006049662
2167,0.76,62,57,5.86,5.81,3.62,Ideal,J,VVS2,7,3,0.006166394
2167,0.73,62.1,54,5.77,5.8,3.59,Ideal,I,VS1,6,4,0.006076096
2167,0.61,60.9,57,5.46,5.5,3.34,Ideal,G,VS1,4,4,0.006081743
2167,0.61,61.9,56,5.43,5.45,3.37,Ideal,G,VS1,4,4,0.006116509
2167,0.61,62.1,56,5.42,5.44,3.37,Ideal,G,VS1,4,4,0.006139058
2167,0.56,60.7,56,5.33,5.32,3.23,Ideal,G,VVS2,4,3,0.006114299
2168,0.52,61.6,57,5.16,5.2,3.19,Ideal,F,VVS2,3,3,0.006075187
2168,0.52,62,55,5.16,5.2,3.21,Ideal,F,VVS2,3,3,0.006037335
2168,0.54,61.9,56,5.2,5.23,3.23,Ideal,F,VVS2,3,3,0.006147325
2168,0.71,61.6,56,5.73,5.67,3.51,Ideal,F,SI2,3,7,0.006226064
2169,0.59,62.2,56,5.35,5.39,3.34,Ideal,G,VVS2,4,3,0.006125803
2169,0.78,61.1,56,5.95,5.97,3.64,Ideal,J,SI1,7,6,0.006032564
2170,0.56,62.6,59,5.24,5.31,3.3,Ideal,D,VS1,1,4,0.006098855
2170,0.72,61.6,54,5.78,5.82,3.57,Ideal,G,SI2,4,7,0.005995335
2171,0.6,61,56,5.44,5.47,3.33,Ideal,E,VS1,2,4,0.006055093
2171,0.7,61.8,56,5.69,5.71,3.52,Ideal,F,SI2,3,7,0.006120783
2172,0.59,61.6,57,5.35,5.39,3.31,Ideal,E,VS1,2,4,0.006181323
2173,0.62,62,56,5.45,5.49,3.39,Ideal,G,VS1,4,4,0.00611256
2173,0.71,62.2,56,5.76,5.7,3.56,Ideal,F,SI2,3,7,0.006074507
2175,0.53,62.2,54,5.19,5.22,3.24,Ideal,F,VVS2,3,3,0.006037998
2175,0.53,62.1,56,5.15,5.22,3.22,Ideal,F,VVS2,3,3,0.00612269
2175,0.71,61.6,57,5.74,5.79,3.55,Ideal,H,VS1,5,4,0.006017825
2175,0.59,60.9,56,5.39,5.44,3.3,Ideal,D,VS1,1,4,0.00609748
2177,0.72,61.7,56,5.76,5.71,3.54,Ideal,G,SI2,4,7,0.006184017
2177,0.53,62,57,5.17,5.2,3.21,Ideal,F,VVS2,3,3,0.006141535
2177,0.65,62.4,54,5.55,5.57,3.47,Ideal,H,VVS1,5,2,0.006059485
2177,0.61,62.4,55,5.39,5.44,3.38,Ideal,G,VS1,4,4,0.006154963
2177,0.57,62,55,5.31,5.34,3.3,Ideal,E,VS1,2,4,0.006091512
2177,0.51,61.9,57,5.17,5.14,3.19,Ideal,D,VS1,1,4,0.006016249
2177,0.54,61.5,56,5.28,5.25,3.24,Ideal,G,IF,4,1,0.006012506
2177,0.54,60,56,5.39,5.28,3.2,Ideal,D,VS2,1,5,0.005929541
2177,0.7,62.7,57,5.62,5.6,3.52,Ideal,G,SI2,4,7,0.006318748
2177,0.72,61.1,56,5.84,5.82,3.56,Ideal,J,VS1,7,4,0.005950407
2178,0.66,61.4,56,5.62,5.65,3.46,Ideal,H,VS2,5,5,0.006007352
2178,0.62,62.4,57,5.44,5.46,3.4,Ideal,G,VS1,4,4,0.006139334
2178,0.71,62.7,57,5.66,5.69,3.56,Ideal,H,SI2,5,7,0.006192694
2178,0.71,61.9,56,5.7,5.73,3.54,Ideal,I,SI1,6,6,0.006140809
2180,0.54,62.1,54,5.24,5.26,3.26,Ideal,F,VVS2,3,3,0.006009788
2182,0.61,61.5,56,5.48,5.5,3.38,Ideal,G,VS1,4,4,0.005987836
2182,0.63,61.2,56,5.56,5.51,3.39,Ideal,F,VS2,3,5,0.006066168
2183,0.7,61.1,56,5.71,5.78,3.51,Ideal,F,SI2,3,7,0.006042644
2184,0.7,61.2,56,5.69,5.74,3.5,Ideal,H,SI1,5,6,0.006123586
2184,0.73,62,55,5.75,5.86,3.6,Ideal,J,SI1,7,6,0.006018038
2184,0.7,61.4,54,5.77,5.66,3.51,Ideal,H,VS2,5,5,0.006106589
2184,0.7,62,55,5.71,5.68,3.53,Ideal,H,SI1,5,6,0.006114189
2187,0.7,62.6,56,5.66,5.69,3.55,Ideal,I,SI1,6,6,0.006122672
2188,0.52,60.9,57,5.2,5.25,3.18,Ideal,F,VVS1,3,2,0.005989817
2189,0.57,61.9,55,5.34,5.32,3.3,Ideal,F,VS1,3,4,0.006080062
2189,0.64,62.3,56,5.53,5.49,3.43,Ideal,F,VS2,3,5,0.006145941
540,0.3,62.9,57,4.29,4.26,2.69,Ideal,H,SI1,5,6,0.00610242
540,0.3,63,54,4.3,4.27,2.7,Ideal,H,SI1,5,6,0.006051474
540,0.3,62.9,57,4.31,4.28,2.7,Ideal,H,SI1,5,6,0.006023327
2189,0.6,61.2,56,5.45,5.44,3.33,Ideal,E,VS2,2,5,0.006077313
2190,0.6,61.2,56,5.43,5.45,3.33,Ideal,G,VVS2,4,3,0.006088505
2190,0.71,62.3,57,5.66,5.74,3.55,Ideal,E,SI2,2,7,0.006156043
2192,0.5,61.7,57,5.11,5.13,3.16,Ideal,E,VS1,2,4,0.006035936
2192,0.57,61.8,55,5.34,5.39,3.32,Ideal,E,VS1,2,4,0.005964949
2192,0.58,60.6,57,5.4,5.45,3.29,Ideal,E,VS1,2,4,0.005990207
2192,0.58,62.9,54,5.34,5.31,3.35,Ideal,E,VS1,2,4,0.006105868
2193,0.59,62.1,55,5.38,5.41,3.35,Ideal,H,VVS1,5,2,0.006051007
2193,0.57,61,56,5.36,5.4,3.28,Ideal,F,VS1,3,4,0.006004025
2194,0.71,59.5,57,5.86,5.78,3.46,Ideal,G,SI2,4,7,0.006058384
2195,0.57,62.2,56,5.3,5.33,3.3,Ideal,H,IF,5,1,0.006114456
2196,0.7,61.3,57,5.76,5.79,3.54,Ideal,F,SI1,3,6,0.005929168
2197,0.51,61.8,56,5.11,5.15,3.16,Ideal,G,VVS2,4,3,0.006132746
2197,0.51,61.6,55,5.13,5.16,3.17,Ideal,G,VVS2,4,3,0.006077764
2197,0.51,61.7,56,5.11,5.13,3.16,Ideal,F,VVS2,3,3,0.006156655
2197,0.62,61.1,56,5.48,5.52,3.36,Ideal,H,VVS1,5,2,0.006100041
2197,0.72,60.3,59,5.77,5.83,3.5,Ideal,H,SI1,5,6,0.006115333
2199,0.49,61.9,56,5.05,5.1,3.14,Ideal,E,VVS2,2,3,0.006059055
2200,0.7,62.6,56,5.69,5.66,3.55,Ideal,F,SI1,3,6,0.006122672
2201,0.83,60.7,57,6.08,6.05,3.68,Ideal,H,SI2,5,7,0.006131565
2201,0.6,61.9,55,5.4,5.42,3.35,Ideal,F,VS1,3,4,0.006119464
2201,0.83,62.9,56,5.98,5.94,3.75,Ideal,I,VS2,6,5,0.006231021
2202,0.57,61.3,57,5.29,5.38,3.27,Ideal,E,VS2,2,5,0.006124761
2202,0.57,61,54,5.39,5.43,3.3,Ideal,E,VS2,2,5,0.005901635
2202,0.56,62,56,5.28,5.3,3.28,Ideal,G,VVS1,4,2,0.006101047
2202,0.56,61.2,57,5.31,5.35,3.26,Ideal,F,VVS2,3,3,0.006046752
2202,0.61,62,56,5.43,5.48,3.38,Ideal,D,VS2,1,5,0.006065027
2202,0.54,61.5,55,5.26,5.27,3.24,Ideal,F,VS1,3,4,0.006012463
2202,0.7,61.6,56,5.69,5.71,3.51,Ideal,H,SI2,5,7,0.006138221
2202,0.71,61.6,56,5.68,5.74,3.52,Ideal,F,SI2,3,7,0.006186649
2203,0.51,62.2,56,5.12,5.08,3.17,Ideal,F,VVS2,3,3,0.006185535
2203,0.51,62.6,57,5.13,5.1,3.2,Ideal,F,VVS2,3,3,0.006091618
2203,0.51,62.4,57,5.12,5.08,3.18,Ideal,F,VVS2,3,3,0.006166083
2203,0.51,61.2,56,5.19,5.17,3.17,Ideal,F,VVS2,3,3,0.005995881
2203,0.51,61.2,56,5.19,5.17,3.17,Ideal,F,VVS2,3,3,0.005995881
2205,0.63,62.1,56,5.49,5.52,3.42,Ideal,E,VS2,2,5,0.006078592
2206,0.5,61.7,55.7,5.09,5.12,3.13,Ideal,E,VVS2,2,3,0.006129682
2206,0.62,60.7,55,5.55,5.59,3.38,Ideal,G,VS1,4,4,0.005912487
2206,0.57,60.7,55,5.36,5.34,3.25,Ideal,G,VVS2,4,3,0.00612753
2206,0.57,61.7,56,5.33,5.3,3.28,Ideal,G,VVS2,4,3,0.006151739
2206,0.57,61.7,54,5.41,5.32,3.31,Ideal,G,VVS2,4,3,0.005983261
2207,0.62,61.1,55,5.52,5.57,3.39,Ideal,I,VVS1,6,2,0.005948366
2207,0.61,61,57,5.49,5.53,3.36,Ideal,D,VS2,1,5,0.005979888
2208,0.51,60.9,57,5.16,5.21,3.16,Ideal,F,VVS1,3,2,0.006003378
2208,0.62,62,54.5,5.46,5.48,3.39,Ideal,E,VS2,2,5,0.006112499
2208,0.51,61.4,54,5.18,5.24,3.2,Ideal,G,IF,4,1,0.005871636
