price,carat,length,width,depth,cut
1079,0.41,4.76,4.8,2.95,Ideal
1079,0.41,4.75,4.78,2.96,Ideal
1079,0.41,4.72,4.76,2.97,Ideal
1079,0.41,4.76,4.79,2.91,Ideal
1079,0.41,4.74,4.77,2.96,Ideal
1079,0.41,4.74,4.77,2.95,Ideal
1079,0.41,4.75,4.78,2.96,Ideal
1079,0.5,5.09,5.14,3.15,Ideal
1079,0.33,4.44,4.47,2.71,Ideal
1080,0.36,4.63,4.57,2.8,Ideal
1080,0.51,5.04,5.08,3.16,Ideal
1080,0.5,5.09,5.12,3.17,Ideal
1080,0.5,5.13,5.15,3.17,Ideal
1080,0.32,4.4,4.38,2.73,Ideal
1080,0.32,4.4,4.37,2.73,Ideal
1080,0.32,4.4,4.38,2.72,Ideal
1080,0.32,4.4,4.37,2.73,Ideal
1080,0.32,4.41,4.4,2.71,Ideal
1080,0.32,4.43,4.4,2.72,Ideal
1080,0.32,4.46,4.42,2.7,Ideal
1080,0.51,5.12,5.08,3.17,Ideal
1080,0.4,4.79,4.76,2.89,Ideal
1080,0.4,4.82,4.78,2.91,Ideal
1080,0.4,4.77,4.73,2.98,Ideal
1080,0.4,4.72,4.69,2.96,Ideal
1080,0.4,4.74,4.68,2.92,Ideal
1080,0.32,4.42,4.41,2.69,Ideal
1080,0.32,4.44,4.4,2.7,Ideal
1080,0.32,4.43,4.41,2.7,Ideal
1080,0.32,4.44,4.42,2.72,Ideal
1080,0.32,4.49,4.45,2.69,Ideal
1080,0.32,4.38,4.37,2.73,Ideal
1080,0.32,4.44,4.37,2.68,Ideal
1080,0.32,4.4,4.38,2.73,Ideal
1080,0.32,4.42,4.38,2.73,Ideal
1080,0.32,4.4,4.39,2.72,Ideal
1080,0.32,4.39,4.36,2.73,Ideal
1080,0.36,4.65,4.62,2.79,Ideal
1081,0.44,4.9,4.92,3.02,Ideal
1081,0.44,4.9,4.94,3.04,Ideal
1081,0.44,4.91,4.95,2.98,Ideal
1081,0.42,4.83,4.85,2.97,Ideal
1081,0.42,4.78,4.85,2.99,Ideal
1081,0.31,4.42,4.4,2.68,Ideal
1082,0.41,4.76,4.71,2.96,Ideal
1082,0.5,5.06,5.09,3.17,Ideal
1082,0.37,4.63,4.6,2.87,Ideal
1082,0.37,4.63,4.6,2.85,Ideal
1082,0.42,4.82,4.8,2.96,Ideal
1083,0.46,4.95,4.97,3.09,Ideal
1084,0.41,4.79,4.84,2.99,Ideal
1084,0.55,5.24,5.28,3.27,Ideal
1084,0.4,4.8,4.85,2.9,Ideal
1084,0.4,4.72,4.81,2.92,Ideal
1084,0.34,4.5,4.46,2.78,Ideal
1084,0.34,4.48,4.45,2.78,Ideal
1084,0.34,4.51,4.47,2.78,Ideal
1084,0.34,4.52,4.48,2.79,Ideal
491,0.3,4.3,4.33,2.63,Ideal
491,0.3,4.3,4.32,2.69,Ideal
491,0.35,4.52,4.55,2.82,Ideal
491,0.31,4.35,4.39,2.7,Ideal
491,0.32,4.38,4.41,2.72,Ideal
491,0.32,4.44,4.47,2.73,Ideal
491,0.35,4.53,4.55,2.8,Ideal
491,0.35,4.5,4.55,2.82,Ideal
491,0.35,4.59,4.6,2.75,Ideal
491,0.35,4.5,4.53,2.82,Ideal
491,0.3,4.33,4.38,2.65,Ideal
491,0.3,4.3,4.33,2.67,Ideal
491,0.35,4.51,4.55,2.78,Ideal
1084,0.34,4.49,4.45,2.78,Ideal
1084,0.34,4.46,4.44,2.77,Ideal
1084,0.34,4.48,4.47,2.77,Ideal
1084,0.34,4.5,4.48,2.77,Ideal
1084,0.34,4.51,4.48,2.77,Ideal
1084,0.34,4.58,4.54,2.74,Ideal
1084,0.34,4.49,4.46,2.77,Ideal
1085,0.41,4.73,4.78,2.96,Ideal
1085,0.4,4.76,4.73,2.94,Ideal
1085,0.41,4.77,4.75,2.97,Ideal
1087,0.4,4.77,4.78,2.93,Ideal
1087,0.37,4.62,4.66,2.85,Ideal
1087,0.42,4.82,4.8,2.98,Ideal
1087,0.42,4.79,4.76,2.98,Ideal
1087,0.42,4.84,4.81,2.98,Ideal
1087,0.42,4.83,4.82,2.97,Ideal
1087,0.42,4.85,4.82,2.94,Ideal
1087,0.42,4.82,4.8,2.99,Ideal
1087,0.42,4.82,4.8,2.99,Ideal
1087,0.42,4.83,4.8,2.97,Ideal
1087,0.42,4.84,4.8,2.95,Ideal
1087,0.42,4.83,4.78,3,Ideal
1087,0.42,4.84,4.79,2.99,Ideal
1087,0.41,4.8,4.75,2.97,Ideal
1087,0.42,4.85,4.82,2.97,Ideal
1088,0.39,4.79,4.77,2.87,Ideal
1088,0.4,4.72,4.74,2.92,Ideal
1088,0.4,4.74,4.76,2.93,Ideal
1088,0.4,4.69,4.73,2.94,Ideal
1088,0.4,4.72,4.74,2.95,Ideal
1088,0.4,4.77,4.74,2.96,Ideal
1088,0.4,4.81,4.74,2.93,Ideal
1088,0.4,4.75,4.7,2.94,Ideal
1088,0.4,4.76,4.72,2.94,Ideal
1089,0.39,4.75,4.8,2.91,Ideal
1089,0.58,5.36,5.4,3.31,Ideal
1089,0.44,4.98,4.91,3.03,Ideal
1090,0.52,5.16,5.19,3.19,Ideal
1090,0.4,4.74,4.76,2.96,Ideal
1090,0.4,4.71,4.77,2.95,Ideal
1091,0.51,5.15,5.19,3.17,Ideal
1091,0.35,4.55,4.53,2.81,Ideal
1092,0.4,4.73,4.75,2.92,Ideal
1092,0.38,4.62,4.67,2.9,Ideal
1092,0.38,4.65,4.67,2.9,Ideal
1092,0.37,4.59,4.62,2.85,Ideal
1092,0.35,4.62,4.59,2.82,Ideal
1093,0.43,4.87,4.9,3,Ideal
1093,0.53,5.18,5.14,3.22,Ideal
1093,0.43,4.87,4.84,3.02,Ideal
1094,0.5,5.15,5.1,3.12,Ideal
1094,0.3,4.32,4.31,2.68,Ideal
1094,0.43,4.84,4.85,3.02,Ideal
1094,0.42,4.8,4.82,2.98,Ideal
1094,0.56,5.31,5.36,3.29,Ideal
1094,0.43,4.85,4.87,3.06,Ideal
1094,0.36,4.59,4.62,2.8,Ideal
1094,0.36,4.58,4.62,2.84,Ideal
1094,0.51,5.17,5.19,3.17,Ideal
1094,0.56,5.3,5.32,3.3,Ideal
1094,0.53,5.21,5.23,3.21,Ideal
1094,0.52,5.16,5.19,3.2,Ideal
1094,0.36,4.59,4.57,2.84,Ideal
1094,0.36,4.6,4.56,2.83,Ideal
1094,0.36,4.61,4.59,2.87,Ideal
1094,0.36,4.58,4.54,2.81,Ideal
1094,0.36,4.58,4.56,2.82,Ideal
1094,0.36,4.6,4.56,2.83,Ideal
1094,0.36,4.63,4.59,2.81,Ideal
1094,0.36,4.58,4.56,2.81,Ideal
1094,0.36,4.61,4.57,2.78,Ideal
1094,0.36,4.6,4.58,2.83,Ideal
1094,0.36,4.57,4.55,2.81,Ideal
1094,0.36,4.62,4.58,2.81,Ideal
1094,0.3,4.35,4.28,2.68,Ideal
1095,0.39,4.69,4.71,2.91,Ideal
1095,0.32,4.38,4.41,2.75,Ideal
1095,0.39,4.71,4.77,2.86,Ideal
1095,0.32,4.4,4.42,2.73,Ideal
1095,0.39,4.64,4.7,2.91,Ideal
1095,0.39,4.67,4.71,2.91,Ideal
1095,0.38,4.64,4.68,2.91,Ideal
1095,0.36,4.6,4.63,2.82,Ideal
1095,0.5,5.08,5.11,3.16,Ideal
1096,0.38,4.71,4.74,2.82,Ideal
1096,0.38,4.63,4.68,2.91,Ideal
1096,0.38,4.63,4.67,2.9,Ideal
1096,0.38,4.66,4.71,2.91,Ideal
1096,0.35,4.55,4.58,2.8,Ideal
1096,0.38,4.67,4.71,2.86,Ideal
1096,0.38,4.64,4.7,2.91,Ideal
1096,0.38,4.66,4.7,2.92,Ideal
1096,0.38,4.67,4.7,2.9,Ideal
1097,0.39,4.68,4.75,2.92,Ideal
1097,0.4,4.78,4.81,2.91,Ideal
1097,0.4,4.75,4.78,2.94,Ideal
1097,0.4,4.72,4.75,2.92,Ideal
1097,0.4,4.71,4.74,2.91,Ideal
1097,0.4,4.8,4.83,2.93,Ideal
1097,0.38,4.65,4.62,2.88,Ideal
1097,0.38,4.69,4.63,2.91,Ideal
1097,0.39,4.67,4.64,2.9,Ideal
1098,0.51,5.16,5.2,3.16,Ideal
1098,0.54,5.23,5.28,3.26,Ideal
1098,0.52,5.16,5.22,3.2,Ideal
1099,0.5,5.08,5.12,3.14,Ideal
1099,0.41,4.8,4.85,2.95,Ideal
1100,0.38,4.58,4.65,2.87,Ideal
1100,0.38,4.61,4.62,2.86,Ideal
1100,0.38,4.67,4.72,2.89,Ideal
1100,0.38,4.63,4.66,2.86,Ideal
1100,0.38,4.63,4.65,2.87,Ideal
1100,0.33,4.47,4.52,2.74,Ideal
1100,0.39,4.67,4.7,2.91,Ideal
1100,0.52,5.19,5.22,3.18,Ideal
1100,0.51,5.18,5.21,3.17,Ideal
1100,0.55,5.24,5.3,3.21,Ideal
1100,0.41,4.79,4.82,2.97,Ideal
1101,0.38,4.62,4.67,2.88,Ideal
1101,0.38,4.63,4.66,2.9,Ideal
1101,0.55,5.31,5.34,3.25,Ideal
1101,0.39,4.67,4.73,2.91,Ideal
1102,0.42,4.83,4.86,3,Ideal
1102,0.3,4.33,4.36,2.66,Ideal
1102,0.49,5.15,5.18,3.1,Ideal
1103,0.37,4.59,4.64,2.84,Ideal
1103,0.56,5.28,5.33,3.28,Ideal
1103,0.42,4.89,4.86,2.96,Ideal
1103,0.42,4.82,4.81,2.95,Ideal
1103,0.42,4.82,4.79,3,Ideal
1103,0.42,4.77,4.74,2.98,Ideal
1103,0.42,4.78,4.77,2.99,Ideal
1103,0.42,4.8,4.77,2.97,Ideal
1103,0.42,4.81,4.77,2.98,Ideal
1103,0.42,4.88,4.84,2.96,Ideal
1103,0.42,4.87,4.84,2.96,Ideal
1103,0.42,4.85,4.8,2.96,Ideal
1103,0.42,4.83,4.78,2.95,Ideal
1103,0.42,4.81,4.79,2.97,Ideal
1103,0.42,4.79,4.77,2.98,Ideal
1103,0.42,4.84,4.8,2.96,Ideal
1103,0.42,4.84,4.8,2.98,Ideal
1103,0.42,4.84,4.8,2.95,Ideal
1103,0.42,4.8,4.75,2.97,Ideal
1103,0.42,4.82,4.8,3,Ideal
1103,0.42,4.83,4.8,2.99,Ideal
1103,0.35,4.55,4.53,2.8,Ideal
1104,0.5,5.05,5.11,3.18,Ideal
1104,0.5,5.08,5.11,3.15,Ideal
1104,0.38,4.64,4.61,2.9,Ideal
1104,0.4,4.76,4.71,2.98,Ideal
1105,0.45,4.9,4.94,3.04,Ideal
1105,0.41,4.75,4.8,2.98,Ideal
1105,0.41,4.72,4.75,2.96,Ideal
1105,0.41,4.78,4.81,2.93,Ideal
1105,0.42,4.8,4.84,2.97,Ideal
1105,0.31,4.38,4.4,2.71,Ideal
1105,0.31,4.38,4.4,2.69,Ideal
1105,0.31,4.34,4.37,2.68,Ideal
491,0.34,4.54,4.58,2.71,Ideal
492,0.33,4.39,4.42,2.75,Ideal
492,0.33,4.41,4.44,2.76,Ideal
492,0.33,4.45,4.48,2.72,Ideal
492,0.33,4.45,4.49,2.74,Ideal
1106,0.4,4.71,4.74,2.96,Ideal
1106,0.4,4.71,4.74,2.9,Ideal
1106,0.4,4.73,4.77,2.97,Ideal
1107,0.32,4.41,4.45,2.73,Ideal
1107,0.44,4.92,4.95,3.02,Ideal
1107,0.34,4.49,4.5,2.78,Ideal
1107,0.5,5.1,5.13,3.14,Ideal
1107,0.41,4.85,4.8,2.96,Ideal
1107,0.41,4.79,4.76,2.95,Ideal
1107,0.41,4.81,4.76,2.92,Ideal
1107,0.41,4.8,4.78,2.96,Ideal
1107,0.41,4.83,4.78,2.95,Ideal
1107,0.41,4.81,4.8,2.92,Ideal
1107,0.41,4.83,4.8,2.94,Ideal
1107,0.41,4.88,4.82,2.91,Ideal
1107,0.41,4.79,4.76,2.99,Ideal
1107,0.41,4.79,4.76,2.95,Ideal
1107,0.41,4.78,4.74,2.9,Ideal
1107,0.41,4.79,4.74,2.96,Ideal
1107,0.41,4.78,4.75,2.97,Ideal
1107,0.41,4.79,4.75,2.95,Ideal
1107,0.41,4.76,4.74,2.94,Ideal
1107,0.41,4.78,4.73,2.98,Ideal
1107,0.41,4.78,4.72,2.98,Ideal
1107,0.41,4.76,4.73,2.98,Ideal
1107,0.41,4.78,4.73,2.94,Ideal
1108,0.42,4.79,4.79,3.01,Ideal
1109,0.55,5.32,5.36,3.23,Ideal
1109,0.32,4.43,4.39,2.75,Ideal
1109,0.34,4.56,4.51,2.76,Ideal
1110,0.5,5.09,5.11,3.18,Ideal
1110,0.5,5.1,5.12,3.17,Ideal
1110,0.41,4.77,4.81,2.95,Ideal
1110,0.41,4.78,4.81,2.98,Ideal
1111,0.4,4.68,4.72,2.95,Ideal
1111,0.54,5.2,5.23,3.27,Ideal
1112,0.38,4.72,4.69,2.83,Ideal
1112,0.3,4.35,4.3,2.69,Ideal
1112,0.38,4.68,4.66,2.88,Ideal
1112,0.38,4.67,4.63,2.89,Ideal
1113,0.57,5.32,5.34,3.33,Ideal
1113,0.53,5.21,5.25,3.26,Ideal
1113,0.57,5.36,5.38,3.31,Ideal
1114,0.54,5.25,5.27,3.23,Ideal
1114,0.54,5.25,5.29,3.25,Ideal
1114,0.3,4.32,4.31,2.68,Ideal
1114,0.3,4.31,4.28,2.68,Ideal
1114,0.33,4.47,4.44,2.74,Ideal
1114,0.36,4.59,4.56,2.82,Ideal
1114,0.33,4.44,4.41,2.73,Ideal
1114,0.33,4.47,4.45,2.73,Ideal
1114,0.3,4.33,4.3,2.67,Ideal
1114,0.33,4.44,4.41,2.75,Ideal
1114,0.33,4.44,4.42,2.74,Ideal
1114,0.33,4.48,4.47,2.76,Ideal
1114,0.33,4.46,4.45,2.74,Ideal
1114,0.33,4.47,4.45,2.75,Ideal
1114,0.33,4.48,4.45,2.77,Ideal
1114,0.33,4.48,4.45,2.77,Ideal
1114,0.33,4.46,4.41,2.76,Ideal
1114,0.33,4.45,4.42,2.74,Ideal
1114,0.33,4.46,4.42,2.7,Ideal
1114,0.33,4.46,4.43,2.77,Ideal
1114,0.32,4.48,4.45,2.72,Ideal
1115,0.41,4.78,4.79,2.96,Ideal
1115,0.41,4.74,4.79,2.95,Ideal
1115,0.41,4.83,4.85,2.91,Ideal
1115,0.41,4.73,4.8,2.94,Ideal
1115,0.41,4.78,4.82,2.93,Ideal
1115,0.41,4.73,4.76,2.97,Ideal
1115,0.41,4.81,4.86,2.93,Ideal
1115,0.41,4.76,4.81,2.94,Ideal
1115,0.41,4.78,4.8,2.93,Ideal
1115,0.41,4.73,4.77,2.96,Ideal
1115,0.41,4.72,4.75,2.96,Ideal
1115,0.41,4.78,4.81,2.96,Ideal
1115,0.41,4.85,4.89,2.94,Ideal
1115,0.41,4.79,4.78,3,Ideal
1115,0.41,4.78,4.74,2.96,Ideal
1115,0.41,4.8,4.77,2.94,Ideal
1116,0.38,4.68,4.72,2.88,Ideal
1116,0.35,4.53,4.51,2.81,Ideal
1116,0.35,4.59,4.54,2.79,Ideal
1116,0.35,4.58,4.51,2.82,Ideal
1116,0.35,4.57,4.53,2.76,Ideal
1116,0.46,5.02,4.96,3.06,Ideal
1116,0.35,4.59,4.56,2.81,Ideal
1116,0.35,4.56,4.54,2.81,Ideal
1116,0.35,4.52,4.5,2.81,Ideal
1116,0.32,4.46,4.45,2.72,Ideal
1117,0.38,4.69,4.72,2.87,Ideal
1117,0.55,5.25,5.22,3.25,Ideal
1117,0.38,4.73,4.7,2.85,Ideal
1118,0.43,4.87,4.89,3,Ideal
1118,0.5,5.17,5.19,3.14,Ideal
1119,0.56,5.27,5.31,3.27,Ideal
1119,0.5,5.14,5.09,3.19,Ideal
1120,0.43,4.88,4.94,2.97,Ideal
1120,0.38,4.68,4.71,2.88,Ideal
1120,0.3,4.31,4.33,2.63,Ideal
1121,0.41,4.79,4.83,2.94,Ideal
1121,0.57,5.3,5.35,3.3,Ideal
1121,0.51,5.12,5.14,3.17,Ideal
1121,0.52,5.17,5.2,3.19,Ideal
1121,0.52,5.18,5.2,3.18,Ideal
1122,0.51,5.1,5.07,3.18,Ideal
1122,0.31,4.34,4.3,2.69,Ideal
1122,0.41,4.78,4.73,2.94,Ideal
1122,0.31,4.34,4.31,2.69,Ideal
1123,0.39,4.79,4.78,2.88,Ideal
1123,0.4,4.77,4.82,2.87,Ideal
1123,0.4,4.74,4.78,2.97,Ideal
1123,0.4,4.75,4.76,2.93,Ideal
1123,0.4,4.72,4.76,2.91,Ideal
1123,0.4,4.75,4.79,2.92,Ideal
1123,0.41,4.8,4.82,2.93,Ideal
1123,0.41,4.79,4.82,2.95,Ideal
1124,0.44,4.87,4.92,2.99,Ideal
1124,0.39,4.71,4.74,2.94,Ideal
1124,0.39,4.67,4.7,2.92,Ideal
1124,0.39,4.69,4.73,2.91,Ideal
1124,0.39,4.69,4.71,2.9,Ideal
1124,0.39,4.69,4.71,2.92,Ideal
1124,0.37,4.67,4.64,2.85,Ideal
1124,0.37,4.63,4.59,2.84,Ideal
1124,0.37,4.64,4.6,2.83,Ideal
1124,0.37,4.7,4.65,2.85,Ideal
1125,0.6,5.4,5.44,3.37,Ideal
1125,0.52,5.17,5.23,3.22,Ideal
1125,0.64,5.57,5.61,3.4,Ideal
1125,0.38,4.66,4.7,2.9,Ideal
1125,0.3,4.36,4.34,2.67,Ideal
1125,0.4,4.82,4.79,2.92,Ideal
492,0.33,4.47,4.5,2.74,Ideal
492,0.33,4.46,4.51,2.75,Ideal
492,0.33,4.45,4.46,2.76,Ideal
493,0.23,3.93,3.96,2.43,Ideal
493,0.23,3.94,3.96,2.44,Ideal
493,0.31,4.38,4.42,2.72,Ideal
493,0.31,4.32,4.35,2.67,Ideal
493,0.31,4.38,4.41,2.72,Ideal
493,0.31,4.37,4.39,2.68,Ideal
493,0.31,4.34,4.36,2.7,Ideal
494,0.32,4.41,4.43,2.75,Ideal
494,0.32,4.47,4.48,2.72,Ideal
495,0.3,4.25,4.3,2.66,Ideal
495,0.3,4.27,4.31,2.68,Ideal
495,0.34,4.51,4.55,2.77,Ideal
495,0.34,4.53,4.55,2.79,Ideal
495,0.3,4.29,4.33,2.68,Ideal
495,0.3,4.39,4.36,2.64,Ideal
496,0.27,4.14,4.16,2.57,Ideal
496,0.3,4.28,4.31,2.66,Ideal
1125,0.4,4.74,4.69,2.93,Ideal
1125,0.4,4.75,4.7,2.94,Ideal
1125,0.4,4.73,4.71,2.94,Ideal
1125,0.4,4.73,4.69,2.94,Ideal
1125,0.4,4.7,4.67,2.94,Ideal
1125,0.4,4.74,4.72,2.94,Ideal
1125,0.4,4.74,4.72,2.95,Ideal
1125,0.4,4.78,4.75,2.92,Ideal
1125,0.4,4.78,4.73,2.93,Ideal
1125,0.4,4.77,4.74,2.91,Ideal
1125,0.4,4.77,4.74,2.95,Ideal
1125,0.4,4.72,4.67,2.94,Ideal
1125,0.4,4.73,4.71,2.94,Ideal
1125,0.4,4.76,4.72,2.95,Ideal
1125,0.4,4.76,4.73,2.93,Ideal
1125,0.4,4.8,4.76,2.89,Ideal
1126,0.36,4.57,4.61,2.8,Ideal
1126,0.42,4.84,4.87,2.99,Ideal
1127,0.5,5.13,5.15,3.13,Ideal
1127,0.53,5.19,5.21,3.21,Ideal
1127,0.56,5.34,5.32,3.25,Ideal
1128,0.4,4.72,4.75,2.92,Ideal
1128,0.4,4.73,4.77,2.92,Ideal
1128,0.51,5.13,5.15,3.15,Ideal
1129,0.33,4.41,4.45,2.74,Ideal
1129,0.39,4.7,4.73,2.9,Ideal
1129,0.51,5.16,5.18,3.18,Ideal
1129,0.43,4.85,4.83,3,Ideal
1129,0.43,4.86,4.84,3,Ideal
1129,0.43,4.9,4.85,2.97,Ideal
1129,0.43,4.91,4.88,2.94,Ideal
1129,0.43,4.88,4.83,2.98,Ideal
1129,0.43,4.91,4.88,2.97,Ideal
1129,0.43,4.83,4.81,2.98,Ideal
1129,0.43,4.86,4.81,3,Ideal
1130,0.34,4.46,4.48,2.76,Ideal
1130,0.33,4.43,4.48,2.73,Ideal
1130,0.33,4.44,4.46,2.74,Ideal
1130,0.5,5.12,5.16,3.18,Ideal
1130,0.46,4.97,5.01,3.05,Ideal
1131,0.36,4.6,4.62,2.81,Ideal
1131,0.56,5.32,5.34,3.27,Ideal
1131,0.51,5.12,5.16,3.19,Ideal
1131,0.36,4.58,4.6,2.83,Ideal
1131,0.3,4.35,4.38,2.65,Ideal
1131,0.38,4.66,4.63,2.89,Ideal
1132,0.42,4.81,4.84,2.99,Ideal
1132,0.42,4.8,4.82,2.97,Ideal
1132,0.42,4.82,4.86,2.99,Ideal
1132,0.53,5.25,5.3,3.16,Ideal
1132,0.58,5.35,5.39,3.34,Ideal
1133,0.34,4.46,4.48,2.76,Ideal
1133,0.38,4.63,4.65,2.89,Ideal
1133,0.34,4.49,4.52,2.78,Ideal
1133,0.34,4.47,4.5,2.76,Ideal
1133,0.34,4.45,4.49,2.79,Ideal
1133,0.55,5.29,5.34,3.21,Ideal
1133,0.54,5.23,5.25,3.24,Ideal
1133,0.54,5.24,5.28,3.25,Ideal
1133,0.54,5.17,5.2,3.23,Ideal
1133,0.31,4.37,4.35,2.7,Ideal
1134,0.55,5.3,5.33,3.26,Ideal
1134,0.55,5.29,5.31,3.27,Ideal
1134,0.55,5.3,5.33,3.27,Ideal
1134,0.58,5.35,5.29,3.3,Ideal
1134,0.5,5.14,5.09,3.15,Ideal
1135,0.43,4.9,4.87,2.97,Ideal
1135,0.45,4.91,4.96,3.02,Ideal
1135,0.42,4.79,4.82,2.93,Ideal
1136,0.4,4.74,4.79,2.95,Ideal
1136,0.47,4.99,5.03,3.09,Ideal
1136,0.42,4.83,4.85,2.98,Ideal
1137,0.36,4.57,4.62,2.86,Ideal
1138,0.36,4.58,4.62,2.82,Ideal
1139,0.51,5.18,5.21,3.17,Ideal
1140,0.31,4.41,4.39,2.67,Ideal
1140,0.31,4.44,4.41,2.68,Ideal
1140,0.32,4.43,4.45,2.73,Ideal
1140,0.5,5.07,5.09,3.16,Ideal
1140,0.5,5.07,5.09,3.17,Ideal
1140,0.5,5.04,5.07,3.14,Ideal
1140,0.5,5.06,5.08,3.17,Ideal
1140,0.5,5.08,5.11,3.16,Ideal
1140,0.38,4.67,4.64,2.91,Ideal
1140,0.32,4.41,4.39,2.72,Ideal
1140,0.32,4.45,4.43,2.73,Ideal
1140,0.32,4.41,4.39,2.72,Ideal
1140,0.32,4.42,4.39,2.7,Ideal
1140,0.32,4.39,4.36,2.71,Ideal
1140,0.38,4.66,4.63,2.89,Ideal
1140,0.32,4.44,4.41,2.73,Ideal
1140,0.38,4.68,4.64,2.89,Ideal
1140,0.38,4.73,4.65,2.89,Ideal
1141,0.33,4.44,4.46,2.75,Ideal
1141,0.52,5.16,5.19,3.19,Ideal
1142,0.42,4.79,4.81,2.98,Ideal
1142,0.42,4.82,4.84,2.95,Ideal
1142,0.42,4.82,4.85,2.93,Ideal
1142,0.42,4.8,4.82,2.95,Ideal
1142,0.42,4.83,4.85,2.98,Ideal
1142,0.42,4.78,4.81,2.96,Ideal
1142,0.42,4.79,4.82,2.99,Ideal
1142,0.53,5.23,5.24,3.23,Ideal
1142,0.42,4.8,4.79,2.99,Ideal
1143,0.44,4.92,4.94,3.02,Ideal
1143,0.61,5.45,5.48,3.39,Ideal
1144,0.41,4.82,4.89,2.97,Ideal
1145,0.4,4.74,4.77,2.93,Ideal
1145,0.44,4.9,4.96,3,Ideal
1145,0.48,5.06,5.1,3.13,Ideal
1145,0.37,4.65,4.61,2.85,Ideal
1146,0.51,5.16,5.19,3.17,Ideal
1146,0.52,5.14,5.18,3.19,Ideal
1147,0.54,5.24,5.26,3.23,Ideal
1147,0.54,5.2,5.23,3.26,Ideal
1148,0.43,4.85,4.88,2.99,Ideal
1148,0.39,4.68,4.71,2.89,Ideal
1148,0.51,5.1,5.13,3.18,Ideal
1148,0.34,4.53,4.5,2.74,Ideal
1148,0.36,4.59,4.57,2.82,Ideal
1150,0.42,4.8,4.85,2.98,Ideal
1150,0.52,5.19,5.22,3.19,Ideal
1150,0.4,4.78,4.75,2.92,Ideal
1151,0.41,4.8,4.83,2.95,Ideal
1151,0.41,4.76,4.79,2.97,Ideal
1151,0.41,4.77,4.79,2.95,Ideal
1151,0.41,4.78,4.82,2.93,Ideal
1151,0.41,4.75,4.8,2.95,Ideal
1151,0.41,4.78,4.8,2.97,Ideal
1151,0.41,4.76,4.78,2.95,Ideal
1151,0.41,4.77,4.8,2.97,Ideal
1151,0.41,4.74,4.79,2.96,Ideal
1151,0.52,5.17,5.21,3.19,Ideal
1151,0.57,5.35,5.38,3.3,Ideal
1151,0.43,4.87,4.89,3.02,Ideal
1151,0.52,5.14,5.12,3.23,Ideal
1152,0.4,4.8,4.75,2.93,Ideal
1152,0.52,5.17,5.2,3.23,Ideal
1152,0.52,5.16,5.2,3.2,Ideal
1153,0.54,5.24,5.29,3.18,Ideal
1153,0.5,5.05,5.09,3.15,Ideal
1153,0.4,4.72,4.75,2.93,Ideal
1153,0.41,4.82,4.79,2.95,Ideal
496,0.29,4.31,4.37,2.63,Ideal
497,0.28,4.21,4.24,2.63,Ideal
497,0.28,4.21,4.24,2.63,Ideal
497,0.28,4.21,4.24,2.62,Ideal
497,0.28,4.2,4.22,2.6,Ideal
497,0.37,4.63,4.66,2.81,Ideal
497,0.38,4.61,4.64,2.89,Ideal
498,0.24,3.99,4.02,2.45,Ideal
498,0.29,4.24,4.27,2.67,Ideal
498,0.23,3.96,3.99,2.42,Ideal
498,0.23,3.93,3.97,2.43,Ideal
498,0.23,3.94,3.97,2.45,Ideal
498,0.29,4.27,4.31,2.64,Ideal
498,0.31,4.34,4.36,2.7,Ideal
498,0.33,4.43,4.46,2.74,Ideal
1153,0.41,4.8,4.77,2.97,Ideal
1153,0.41,4.79,4.76,2.96,Ideal
1153,0.41,4.8,4.76,2.95,Ideal
1153,0.41,4.8,4.76,2.96,Ideal
1153,0.41,4.79,4.76,2.91,Ideal
1153,0.41,4.79,4.76,2.95,Ideal
1153,0.41,4.78,4.75,2.94,Ideal
1153,0.41,4.78,4.75,2.96,Ideal
1153,0.41,4.78,4.75,2.96,Ideal
1153,0.41,4.8,4.75,2.95,Ideal
1153,0.41,4.77,4.74,2.95,Ideal
1153,0.41,4.77,4.74,2.96,Ideal
1153,0.41,4.76,4.72,2.97,Ideal
1153,0.41,4.76,4.72,2.97,Ideal
1154,0.54,5.22,5.26,3.2,Ideal
1154,0.5,5.04,5.07,3.16,Ideal
1154,0.54,5.19,5.26,3.25,Ideal
1154,0.54,5.24,5.28,3.21,Ideal
1154,0.5,5.09,5.14,3.14,Ideal
1154,0.38,4.67,4.7,2.88,Ideal
1154,0.38,4.64,4.67,2.9,Ideal
1154,0.41,4.84,4.8,2.93,Ideal
1154,0.5,5.06,5.14,3.17,Ideal
1154,0.51,5.22,5.25,3.13,Ideal
1154,0.39,4.68,4.72,2.9,Ideal
1155,0.31,4.38,4.44,2.65,Ideal
1155,0.44,4.94,4.9,3.04,Ideal
1155,0.44,4.92,4.9,3.02,Ideal
1155,0.44,4.95,4.91,2.98,Ideal
1157,0.41,4.77,4.79,2.98,Ideal
1158,0.4,4.74,4.79,2.93,Ideal
1158,0.4,4.74,4.77,2.94,Ideal
1158,0.4,4.71,4.78,2.95,Ideal
1158,0.4,4.73,4.77,2.93,Ideal
1158,0.4,4.74,4.76,2.93,Ideal
1158,0.4,4.74,4.76,2.95,Ideal
1158,0.4,4.68,4.7,2.94,Ideal
1158,0.4,4.7,4.73,2.93,Ideal
1158,0.4,4.74,4.78,2.94,Ideal
