price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod
1987,0.5,62.7,56,5.08,5.03,3.17,Premium,F,VVS2,3,3
1987,0.72,62.1,59,5.75,5.71,3.56,Premium,J,SI1,7,6
1987,0.5,59.6,63,5.16,5.11,3.06,Very Good,G,VVS1,4,2
1988,0.72,62.7,58,5.67,5.72,3.57,Very Good,J,VS1,7,4
1988,0.54,59.9,57,5.38,5.3,3.2,Very Good,D,VS1,1,4
1988,0.52,60.2,56,5.23,5.27,3.16,Ideal,I,IF,6,1
1988,0.7,63.5,59,5.58,5.64,3.56,Good,F,SI1,3,6
1989,0.61,61.8,56,5.42,5.46,3.36,Very Good,F,VS2,3,5
1989,0.72,63,58,5.67,5.7,3.58,Very Good,J,SI1,7,6
1989,0.74,59.2,64,5.79,5.66,3.4,Good,H,VS2,5,5
1989,0.65,62.7,54,5.58,5.56,3.49,Ideal,E,SI1,2,6
1989,0.54,62,59,5.22,5.16,3.22,Premium,F,VS2,3,5
1989,0.51,61.6,57,5.13,5.1,3.15,Premium,E,VS1,2,4
1990,0.55,61.7,55,5.26,5.25,3.24,Ideal,D,VS1,1,4
1990,0.7,60.9,60,5.68,5.72,3.47,Very Good,D,SI2,1,7
1990,0.58,59.7,59,5.4,5.45,3.24,Premium,G,VVS2,4,3
1990,0.67,63.8,60,5.5,5.47,3.5,Good,G,VS2,4,5
1990,0.53,62.1,54,5.2,5.23,3.24,Ideal,G,VVS1,4,2
1990,0.7,57.1,64,5.81,5.86,3.33,Fair,F,SI2,3,7
1991,0.63,61.1,57,5.5,5.54,3.37,Very Good,H,VS1,5,4
1991,0.71,62.6,55,5.72,5.68,3.57,Ideal,E,SI2,2,7
1991,0.64,62.1,57,5.52,5.49,3.42,Ideal,D,SI1,1,6
1991,0.56,61.2,56,5.31,5.38,3.27,Ideal,D,VS2,1,5
1991,0.55,60.9,55,5.34,5.37,3.26,Ideal,G,VS1,4,4
1991,0.52,60.9,56,5.19,5.22,3.17,Ideal,D,VS1,1,4
1991,0.64,62,54,5.53,5.56,3.44,Ideal,I,IF,6,1
1991,0.5,64.4,57,4.97,5.05,3.22,Good,G,VVS2,4,3
1991,0.72,61.1,61,5.79,5.74,3.52,Premium,I,VS2,6,5
1991,0.59,62.5,53,5.46,5.35,3.38,Premium,G,VS1,4,4
1992,0.38,61.6,55,4.66,4.69,2.88,Ideal,D,VVS1,1,2
1992,0.63,62,56,5.55,5.48,3.42,Ideal,D,SI1,1,6
1993,0.46,61.6,59,4.92,4.97,3.05,Very Good,D,VVS1,1,2
1993,0.71,64.1,58,5.61,5.65,3.61,Very Good,J,VS1,7,4
1993,0.59,61.6,61,5.34,5.37,3.3,Very Good,E,VS1,2,4
1993,0.71,63,56,5.62,5.65,3.55,Very Good,G,SI2,4,7
1993,0.53,61.7,54.5,5.2,5.26,3.23,Ideal,G,VVS2,4,3
1993,0.56,61.7,57,5.29,5.31,3.27,Ideal,G,VVS1,4,2
1993,0.54,61.3,59,5.26,5.21,3.21,Premium,E,VS2,2,5
1993,0.54,61.1,55,5.37,5.24,3.24,Premium,D,VS2,1,5
1993,0.54,61.1,56,5.29,5.25,3.22,Ideal,D,VS2,1,5
1993,0.54,60.6,58,5.3,5.26,3.2,Premium,D,VS2,1,5
1993,0.54,60.9,58,5.31,5.27,3.22,Premium,D,VS2,1,5
1993,0.54,61.1,57,5.25,5.22,3.2,Ideal,D,VS2,1,5
1993,0.54,61.3,56,5.26,5.22,3.21,Ideal,D,VS2,1,5
1993,0.54,61.8,57,5.26,5.22,3.24,Ideal,D,VS2,1,5
1993,0.54,62.6,57,5.24,5.18,3.26,Ideal,D,VS2,1,5
1993,0.54,61.1,57,5.29,5.19,3.2,Ideal,D,VS2,1,5
1993,0.54,61.8,56,5.24,5.21,3.23,Ideal,D,VS2,1,5
1993,0.54,61.5,58,5.26,5.21,3.22,Premium,D,VS2,1,5
1993,0.54,61.7,58,5.24,5.16,3.21,Premium,D,VS2,1,5
1994,0.54,61.1,58,5.24,5.3,3.22,Premium,D,VS1,1,4
1994,0.59,61.6,55,5.41,5.43,3.34,Ideal,E,SI1,2,6
1994,0.71,65.6,61,5.46,5.37,3.55,Fair,G,SI2,4,7
1995,0.52,59.6,57,5.24,5.3,3.14,Very Good,D,VS1,1,4
1995,0.7,63.6,55,5.62,5.58,3.56,Good,I,SI1,6,6
1995,0.7,61,66,5.68,5.64,3.45,Fair,H,SI1,5,6
1995,0.7,63.1,55,5.71,5.66,3.59,Very Good,H,SI2,5,7
1995,0.7,63.3,55,5.64,5.6,3.56,Very Good,I,VS1,6,4
1995,0.7,61.6,66,5.62,5.57,3.45,Fair,G,SI1,4,6
1996,0.7,64.4,55,5.6,5.55,3.59,Fair,I,VS2,6,5
1996,0.55,61.2,54,5.3,5.32,3.25,Ideal,E,VS1,2,4
1996,0.6,62.2,56,5.44,5.4,3.37,Ideal,D,SI1,1,6
1996,0.6,60.4,60,5.48,5.44,3.3,Premium,D,SI1,1,6
1996,0.72,61.6,56,5.76,5.73,3.54,Ideal,J,VVS2,7,3
1996,0.63,61.7,59,5.53,5.49,3.4,Premium,H,VS1,5,4
1996,0.77,61.2,58,5.99,5.96,3.64,Premium,G,SI2,4,7
1997,0.7,63.2,57,5.63,5.66,3.57,Very Good,J,VS2,7,5
1997,1,66.9,57,6.15,6.03,4.09,Fair,I,I1,6,8
1998,0.57,61.4,56,5.34,5.37,3.29,Very Good,D,VS2,1,5
1998,0.57,61.8,56,5.31,5.34,3.29,Ideal,D,VS2,1,5
1998,0.7,64.4,58,5.58,5.51,3.57,Fair,E,SI2,2,7
1998,0.7,65.3,56,5.57,5.54,3.63,Fair,E,SI2,2,7
1998,0.51,62.2,55,5.12,5.11,3.18,Ideal,F,VVS2,3,3
1998,0.51,61.9,56,5.13,5.15,3.18,Ideal,F,VVS2,3,3
1998,0.51,61.7,56,5.12,5.15,3.17,Ideal,F,VVS2,3,3
1998,0.79,61.6,58,5.98,5.94,3.67,Premium,H,SI2,5,7
1998,0.75,61.6,57,5.88,5.84,3.61,Premium,J,VS1,7,4
1999,0.54,60,57,5.31,5.36,3.2,Ideal,G,SI1,4,6
1999,0.7,61.5,66,5.55,5.6,3.43,Fair,G,SI2,4,7
1999,0.7,61.5,63,5.63,5.59,3.45,Very Good,H,SI2,5,7
1999,0.7,63.5,59,5.65,5.62,3.58,Very Good,I,SI1,6,6
1999,0.7,62.1,62,5.67,5.63,3.51,Premium,H,SI2,5,7
1999,0.7,63.6,54,5.67,5.62,3.59,Good,H,SI2,5,7
1999,0.56,61,60,5.39,5.32,3.27,Premium,G,VS1,4,4
2000,0.59,63.4,54,5.35,5.4,3.41,Very Good,F,SI1,3,6
2000,0.7,62.8,56,5.64,5.66,3.55,Ideal,J,VS1,7,4
2000,0.7,64.4,58,5.48,5.52,3.54,Good,E,SI1,2,6
2000,0.7,57.2,66,5.76,5.74,3.29,Fair,E,SI1,2,6
2001,0.58,61.5,60,5.32,5.38,3.29,Very Good,F,VS1,3,4
2001,0.77,61.2,56,5.91,5.96,3.63,Very Good,J,SI2,7,7
2001,0.77,61.3,58,5.84,5.91,3.6,Very Good,J,SI2,7,7
536,0.3,64.6,54,4.29,4.25,2.76,Fair,D,SI2,1,7
536,0.34,62.3,60,4.49,4.46,2.79,Premium,J,VS2,7,5
536,0.34,63.9,56,4.43,4.4,2.82,Good,F,SI2,3,7
536,0.3,63.2,55,4.29,4.26,2.7,Very Good,G,SI1,4,6
536,0.3,60.8,65,4.29,4.26,2.6,Good,D,SI2,1,7
537,0.37,61.2,54,4.62,4.7,2.85,Very Good,H,VS2,5,5
537,0.37,61.5,56,4.6,4.63,2.84,Ideal,I,VS2,6,5
537,0.34,61.1,56,4.52,4.55,2.77,Ideal,F,SI1,3,6
537,0.31,62.3,58,4.38,4.35,2.72,Premium,I,SI1,6,6
537,0.31,60.1,59,4.41,4.38,2.64,Premium,I,SI1,6,6
537,0.31,59.6,58,4.44,4.39,2.63,Premium,I,SI1,6,6
537,0.31,62.8,60,4.31,4.29,2.7,Premium,I,SI1,6,6
537,0.31,62.5,56,4.35,4.29,2.7,Ideal,I,SI1,6,6
537,0.31,62.2,56,4.37,4.34,2.71,Ideal,I,SI1,6,6
537,0.27,60.8,56,4.25,4.23,2.58,Ideal,E,VS2,2,5
537,0.31,58.5,59,4.49,4.44,2.61,Premium,D,SI1,1,6
537,0.23,63.8,56,3.94,3.9,2.5,Good,G,VVS2,4,3
537,0.34,61.7,57,4.46,4.48,2.76,Ideal,H,VS2,5,5
537,0.34,61,60,4.48,4.51,2.74,Premium,I,VS1,6,4
537,0.34,63.7,57,4.42,4.44,2.82,Good,H,VS2,5,5
537,0.34,61.1,58,4.47,4.5,2.74,Premium,H,VS2,5,5
537,0.36,61.8,59,4.55,4.57,2.82,Premium,G,SI1,4,6
537,0.36,61.2,59,4.56,4.59,2.8,Premium,D,SI2,1,7
537,0.36,63.3,56,4.5,4.53,2.86,Good,G,SI1,4,6
537,0.34,61.7,60,4.47,4.51,2.77,Premium,H,VS2,5,5
537,0.34,62.4,60,4.41,4.44,2.76,Very Good,H,VS2,5,5
537,0.34,59.5,59,4.55,4.59,2.72,Premium,I,VS1,6,4
537,0.34,60.2,60,4.51,4.56,2.73,Premium,H,VS2,5,5
537,0.34,63.1,56,4.41,4.46,2.8,Good,H,VS2,5,5
537,0.34,63.2,55,4.46,4.5,2.83,Good,H,VS2,5,5
2001,0.72,63.4,57,5.67,5.71,3.61,Very Good,G,SI2,4,7
2001,0.73,62.2,57,5.77,5.8,3.6,Very Good,H,SI1,5,6
2001,0.55,61.2,57,5.28,5.3,3.24,Ideal,E,VS1,2,4
2001,0.55,62,56,5.24,5.27,3.26,Ideal,E,VS1,2,4
2001,0.53,61.4,57,5.18,5.21,3.19,Ideal,G,VVS1,4,2
2001,0.75,61.5,54,5.87,5.9,3.62,Ideal,J,VS2,7,5
2001,0.71,60.7,61,5.72,5.77,3.49,Ideal,J,SI1,7,6
2001,0.57,62.6,56,5.4,5.34,3.36,Premium,D,SI1,1,6
2002,0.61,62.4,55,5.42,5.45,3.39,Ideal,F,VS2,3,5
2002,0.71,64.8,63,5.63,5.51,3.61,Fair,E,SI2,2,7
2002,0.74,62.2,57,5.79,5.77,3.59,Premium,E,SI2,2,7
2003,0.5,61.9,56,5.09,5.12,3.16,Very Good,F,VVS2,3,3
2003,0.5,60.9,59,5.07,5.11,3.1,Very Good,E,VVS2,2,3
2003,0.74,60.8,58,5.79,5.85,3.54,Very Good,J,VS2,7,5
2003,0.71,60.4,59,5.76,5.79,3.49,Very Good,I,SI2,6,7
2004,0.54,62.1,59,5.18,5.19,3.22,Very Good,D,VS1,1,4
2004,0.56,61.4,54,5.33,5.35,3.28,Ideal,G,VVS2,4,3
2004,0.54,62.1,57,5.19,5.22,3.23,Ideal,D,VS1,1,4
2005,0.51,62.6,57,5.08,5.14,3.2,Ideal,G,VVS1,4,2
2005,0.51,60.1,56,5.16,5.35,3.16,Very Good,G,VVS1,4,2
2005,0.51,62.3,55,5.1,5.14,3.19,Ideal,G,VVS1,4,2
2005,0.53,60.8,56,5.22,5.24,3.18,Ideal,G,VVS1,4,2
2005,0.53,61.8,56,5.18,5.2,3.21,Ideal,G,VVS1,4,2
2005,0.53,61.2,55,5.19,5.23,3.19,Ideal,G,VVS1,4,2
2005,0.7,60.9,58,5.73,5.66,3.47,Premium,J,VS1,7,4
2005,0.77,62.2,61,5.85,5.82,3.63,Premium,J,VS1,7,4
2005,0.77,61.2,66,5.92,5.83,3.6,Fair,J,VS1,7,4
2005,0.77,64.1,56,5.84,5.77,3.72,Good,E,SI2,2,7
2006,0.71,60.8,57,5.77,5.81,3.52,Ideal,H,SI1,5,6
2006,0.72,62.7,57,5.71,5.74,3.59,Ideal,J,VS1,7,4
2006,0.71,61,58,5.73,5.77,3.51,Premium,H,SI1,5,6
2006,0.58,61.6,56,5.35,5.39,3.31,Ideal,H,VVS1,5,2
2006,0.76,59.1,63,5.91,5.84,3.47,Very Good,D,SI2,1,7
2007,0.67,60.2,60,5.61,5.68,3.4,Very Good,D,SI1,1,6
2007,0.71,64.2,57,5.62,5.57,3.59,Good,I,VS1,6,4
2007,0.54,62.2,53.9,5.22,5.25,3.26,Ideal,G,VVS1,4,2
2008,0.57,59.1,57,5.43,5.5,3.23,Very Good,E,VS1,2,4
2008,0.71,62.9,59,5.66,5.7,3.57,Very Good,I,SI1,6,6
2008,0.5,58.3,62,5.16,5.23,3.03,Good,E,VVS1,2,2
2009,0.65,63.2,57,5.54,5.47,3.48,Very Good,G,VS2,4,5
2009,0.54,62.2,56,5.27,5.21,3.26,Premium,D,VS2,1,5
2009,0.62,62.3,60,5.46,5.39,3.38,Premium,F,VS2,3,5
2010,0.56,61.4,57,5.26,5.32,3.25,Very Good,G,VVS2,4,3
2010,0.56,61.6,56,5.29,5.31,3.27,Very Good,G,VVS2,4,3
2010,0.6,63.7,56,5.34,5.36,3.41,Very Good,D,VS2,1,5
2010,0.7,57.1,61,5.9,5.93,3.38,Good,I,VS2,6,5
2010,0.56,61.1,56,5.29,5.34,3.25,Ideal,E,VS1,2,4
2010,0.7,63.6,58,5.57,5.59,3.55,Good,I,VS2,6,5
2010,0.7,61.7,57,5.65,5.8,3.53,Very Good,G,SI1,4,6
2010,0.56,61.8,55,5.28,5.33,3.28,Ideal,E,VS1,2,4
2010,0.7,61.5,58,5.69,5.76,3.52,Premium,G,SI1,4,6
2010,0.56,61.8,56,5.28,5.33,3.28,Ideal,E,VS1,2,4
2010,0.7,61.7,59,5.66,5.68,3.5,Premium,H,VS2,5,5
2010,0.67,62.5,56,5.64,5.56,3.5,Ideal,G,VS2,4,5
2010,0.52,61,56,5.2,5.23,3.18,Ideal,D,VS1,1,4
2010,0.77,61.8,59,5.86,5.82,3.61,Premium,J,SI1,7,6
2010,0.77,63.3,57,5.84,5.79,3.68,Very Good,J,SI1,7,6
2011,0.7,62.6,53,5.72,5.69,3.57,Ideal,F,SI2,3,7
2011,0.56,61.5,58,5.33,5.28,3.26,Premium,D,VS2,1,5
2011,0.63,65.7,60,5.41,5.31,3.52,Fair,E,VS2,2,5
2012,0.52,61.5,62,5.17,5.14,3.17,Premium,G,VVS2,4,3
2012,0.52,60.8,57,5.21,5.16,3.15,Ideal,G,VVS2,4,3
2012,0.52,61.8,57,5.19,5.14,3.19,Ideal,G,VVS2,4,3
2012,0.52,61.1,59,5.2,5.15,3.16,Premium,G,VVS2,4,3
2012,0.52,62.4,55,5.19,5.17,3.23,Ideal,G,VVS2,4,3
2012,0.52,61.5,56,5.2,5.18,3.19,Ideal,G,VVS2,4,3
2012,0.52,61,56,5.24,5.18,3.18,Ideal,G,VVS2,4,3
2012,0.52,59.8,57,5.26,5.24,3.14,Ideal,G,VVS2,4,3
2012,0.52,62.1,56,5.17,5.14,3.2,Ideal,G,VVS2,4,3
2012,0.52,61.9,55,5.16,5.14,3.19,Ideal,G,VVS2,4,3
2012,0.52,61.7,56,5.16,5.14,3.18,Ideal,G,VVS2,4,3
2012,0.52,61.2,59,5.16,5.14,3.15,Premium,G,VVS2,4,3
2012,0.52,62.1,57,5.17,5.13,3.2,Ideal,G,VVS2,4,3
2012,0.52,62.3,55,5.16,5.12,3.2,Ideal,G,VVS2,4,3
2012,0.52,61.8,59,5.16,5.13,3.18,Premium,G,VVS2,4,3
2012,0.78,62,56,5.93,5.87,3.66,Ideal,I,VS2,6,5
2012,0.78,61.9,54,5.89,5.85,3.63,Ideal,H,SI2,5,7
2013,0.5,61,61,5.09,5.11,3.11,Very Good,F,VVS2,3,3
2013,0.63,61.5,54,5.54,5.58,3.42,Ideal,D,VS2,1,5
2013,0.56,59.9,60,5.41,5.37,3.23,Premium,G,VS1,4,4
2015,0.72,62.1,59,5.66,5.73,3.54,Very Good,G,SI2,4,7
2015,0.53,61.3,56,5.22,5.26,3.21,Ideal,G,VVS1,4,2
2015,0.57,58.3,61,5.42,5.45,3.17,Good,D,VS2,1,5
2015,0.76,62.6,61.9,5.7,5.75,3.58,Good,J,VS1,7,4
2015,0.71,56.6,63,5.9,5.76,3.3,Good,D,SI2,1,7
2016,0.7,59.9,58,5.8,5.68,3.44,Premium,G,SI1,4,6
2016,0.56,62.7,59,5.27,5.22,3.29,Premium,F,SI1,3,6
2016,0.8,58.4,59,6.12,6.04,3.55,Premium,J,SI1,7,6
2016,0.54,63,54,5.19,5.23,3.28,Very Good,D,VS1,1,4
2016,0.55,60.5,58,5.3,5.34,3.22,Ideal,G,VVS2,4,3
2016,0.56,61.7,54,5.34,5.3,3.28,Ideal,F,VS1,3,4
2016,0.56,61.9,55,5.36,5.32,3.3,Ideal,F,VS1,3,4
2016,0.5,59.9,58,5.14,5.17,3.09,Ideal,F,VVS2,3,3
2016,0.76,64.1,59,5.75,5.73,3.68,Good,I,SI1,6,6
2016,0.7,64,55,5.62,5.59,3.59,Good,G,SI1,4,6
2016,0.7,64.8,59,5.65,5.56,3.63,Fair,G,SI1,4,6
2016,0.56,61.7,56,5.32,5.28,3.27,Ideal,F,VS1,3,4
2016,0.56,61.7,54,5.32,5.28,3.27,Ideal,F,VS1,3,4
2016,0.56,61.7,56,5.33,5.3,3.28,Ideal,F,VS1,3,4
2016,0.5,60.9,58,5.13,5.09,3.11,Premium,F,VVS2,3,3
2016,0.5,62,56,5.08,5.05,3.14,Ideal,F,VVS2,3,3
2016,0.56,58.2,60,5.41,5.38,3.14,Premium,F,VS1,3,4
2016,0.6,59.6,59,5.52,5.48,3.28,Premium,E,SI1,2,6
2017,0.66,60.4,60.1,5.59,5.65,3.39,Good,F,SI1,3,6
2017,1.01,59.2,57,6.58,6.44,3.85,Premium,I,I1,6,8
2018,0.7,59.2,59,5.79,5.86,3.45,Very Good,H,SI1,5,6
2018,0.5,62,58,5.06,5.07,3.14,Ideal,F,VVS1,3,2
2018,0.55,60.9,56,5.31,5.34,3.24,Ideal,D,SI1,1,6
2018,0.59,62.1,55,5.4,5.35,3.34,Ideal,G,VS1,4,4
2019,0.6,60.4,57,5.49,5.53,3.33,Ideal,D,VS2,1,5
2019,0.53,61.6,55.6,5.19,5.24,3.22,Ideal,E,VS1,2,4
2019,0.57,60.8,59,5.38,5.34,3.26,Premium,D,VS2,1,5
2019,0.72,61.6,59,5.83,5.68,3.55,Premium,E,SI2,2,7
2020,0.7,58.8,57,5.85,5.89,3.45,Very Good,F,SI2,3,7
2020,0.7,62.3,58,5.63,5.57,3.49,Premium,H,SI1,5,6
2020,0.7,58.1,61,5.76,5.8,3.36,Good,F,SI2,3,7
2020,0.55,61.5,56,5.28,5.26,3.24,Ideal,D,VS1,1,4
2020,0.51,58.6,65,5.32,5.24,3.1,Good,E,VVS1,2,2
2020,0.7,62.2,59,5.7,5.65,3.53,Premium,H,SI1,5,6
2020,0.7,62.7,59,5.68,5.63,3.55,Premium,H,SI1,5,6
2020,0.51,58.2,58,5.33,5.29,3.09,Premium,E,VS1,2,4
2021,0.58,59.1,59.6,5.39,5.42,3.19,Very Good,G,VVS2,4,3
2021,0.52,61.8,60,5.14,5.18,3.19,Very Good,E,VS1,2,4
2021,0.59,60,56,5.46,5.5,3.29,Very Good,E,VS1,2,4
2021,0.7,61.1,56,5.74,5.75,3.51,Very Good,I,SI1,6,6
2021,0.53,60.4,57,5.28,5.31,3.2,Ideal,D,SI1,1,6
2021,0.53,61.5,55,5.19,5.22,3.2,Ideal,D,SI1,1,6
2022,0.62,59,59,5.59,5.66,3.32,Very Good,D,VS2,1,5
2022,0.55,61.9,56,5.23,5.27,3.25,Ideal,G,VVS2,4,3
2022,0.55,62,57,5.22,5.26,3.25,Ideal,G,VVS2,4,3
2022,0.55,62.5,56,5.22,5.25,3.27,Ideal,G,VVS2,4,3
2022,0.72,62.8,61,5.68,5.59,3.54,Premium,G,SI2,4,7
2022,0.8,60.2,59,6.07,5.95,3.62,Premium,J,SI2,7,7
2022,0.83,59.3,59,6.17,6.1,3.64,Premium,J,SI1,7,6
2022,0.78,60.6,58,5.94,5.91,3.59,Premium,J,SI2,7,7
2023,0.73,63.4,55,5.71,5.75,3.63,Good,F,SI2,3,7
2023,0.7,60.8,59,5.73,5.71,3.48,Premium,F,SI1,3,6
2023,0.71,62.2,56,5.7,5.74,3.56,Ideal,G,SI2,4,7
2024,0.71,61.8,55,5.75,5.7,3.54,Ideal,H,SI2,5,7
2024,0.59,61,57,5.41,5.44,3.31,Ideal,G,VVS2,4,3
2025,0.7,60.7,59,5.75,5.79,3.5,Very Good,I,VS2,6,5
2025,0.61,59.6,63,5.44,5.57,3.28,Very Good,E,VS1,2,4
2025,0.55,62.2,54.3,5.24,5.27,3.27,Ideal,G,VS1,4,4
2025,0.51,61.4,56,5.16,5.17,3.17,Ideal,F,VVS2,3,3
2025,0.5,62.2,54,5.07,5.12,3.17,Ideal,F,VVS2,3,3
2025,0.5,62,53.6,5.09,5.13,3.18,Ideal,F,VVS2,3,3
2025,0.75,62.3,57,5.84,5.81,3.63,Ideal,J,VS2,7,5
2025,0.5,61.6,57,5.13,5.09,3.15,Ideal,D,VS1,1,4
2026,0.56,60.4,56,5.36,5.33,3.23,Ideal,D,VS1,1,4
2026,0.72,59.8,58,5.84,5.87,3.5,Very Good,I,SI1,6,6
2026,0.76,61.8,54,5.87,5.91,3.64,Ideal,J,VS2,7,5
2026,0.76,61.7,56,5.85,5.88,3.62,Ideal,J,VS2,7,5
2026,0.55,61.4,57,5.26,5.3,3.24,Ideal,F,VS2,3,5
2026,0.7,59.9,57,5.75,5.8,3.46,Good,E,SI2,2,7
2026,0.56,61.7,56,5.33,5.3,3.28,Ideal,D,VS1,1,4
2027,0.56,62,58.9,5.25,5.29,3.27,Very Good,E,VS1,2,4
2027,0.51,61.4,55,5.15,5.18,3.17,Ideal,G,VVS1,4,2
2027,0.51,62.4,58,5.13,5.09,3.19,Premium,G,VVS1,4,2
2027,0.51,63.9,57,5.08,5.06,3.24,Good,G,VVS1,4,2
2027,0.51,60.2,58,5.24,5.2,3.14,Premium,G,VVS1,4,2
2028,0.72,62.2,58,5.68,5.73,3.55,Very Good,J,VS2,7,5
2028,0.7,61.4,57,5.72,5.75,3.52,Very Good,I,SI1,6,6
2028,0.55,61.4,56,5.27,5.28,3.24,Ideal,G,VVS2,4,3
2028,0.7,62.9,56,5.63,5.66,3.55,Good,E,SI2,2,7
2028,0.71,64.2,58,5.52,5.57,3.56,Good,I,VS2,6,5
2028,0.7,58.2,61,5.8,5.84,3.39,Good,I,SI1,6,6
2028,0.71,60.4,63,5.8,5.73,3.48,Very Good,I,SI1,6,6
2028,0.71,62.4,56,5.7,5.64,3.54,Premium,H,SI2,5,7
2029,0.71,63.5,59,5.63,5.67,3.59,Good,G,VS2,4,5
2029,0.52,62,55,5.15,5.18,3.2,Ideal,G,VVS1,4,2
2029,0.7,63.3,60,5.57,5.65,3.55,Good,H,SI1,5,6
2029,0.61,62,55,5.47,5.44,3.38,Ideal,D,SI1,1,6
2030,0.53,62.7,56,5.16,6.2,3.25,Ideal,F,VVS2,3,3
2030,0.72,59.3,60,5.91,5.86,3.49,Premium,F,SI1,3,6
2030,0.54,62,57,5.25,5.21,3.24,Ideal,G,VVS1,4,2
2030,0.57,61.6,56.9,5.29,5.36,3.28,Ideal,E,VS1,2,4
2030,0.55,62.3,60,5.26,5.18,3.25,Premium,E,VS2,2,5
2030,0.55,61.4,57,5.31,5.27,3.25,Ideal,D,VS2,1,5
2030,0.55,61.3,60,5.29,5.28,3.24,Premium,D,VS2,1,5
2030,0.55,61.5,56,5.28,5.25,3.24,Ideal,D,VS2,1,5
2030,0.55,61.8,54,5.29,5.26,3.26,Ideal,D,VS2,1,5
2030,0.55,62.3,55,5.29,5.24,3.28,Ideal,D,VS2,1,5
2030,0.55,62.5,56,5.26,5.23,3.28,Ideal,E,VS2,2,5
2030,0.55,61.1,58,5.3,5.28,3.23,Premium,E,VS2,2,5
2031,0.73,60.1,62,5.85,5.9,3.53,Very Good,J,SI1,7,6
2031,0.53,61.4,56,5.2,5.23,3.2,Ideal,H,VS2,5,5
2031,0.71,61.8,56,5.7,5.72,3.53,Ideal,G,SI2,4,7
2031,0.81,65.7,57,5.8,5.75,3.79,Fair,F,SI2,3,7
2032,0.63,63,56.2,5.38,5.48,3.42,Very Good,F,VS2,3,5
2032,0.73,65.5,56,5.68,5.62,3.7,Fair,G,SI1,4,6
2032,0.56,61.3,55,5.32,5.29,3.25,Ideal,E,VS1,2,4
2032,0.56,62.6,58,5.28,5.23,3.29,Premium,E,VS1,2,4
2032,0.7,63.6,65,5.67,5.55,3.57,Good,E,SI2,2,7
2033,0.82,57.5,62,6.2,6.25,3.58,Good,J,SI1,7,6
2033,0.82,57.4,59,6.19,6.25,3.57,Good,J,SI1,7,6
2033,0.5,62.3,54.3,5.05,5.12,3.17,Ideal,D,VS1,1,4
2033,0.5,62.4,53.7,5.08,5.12,3.18,Ideal,D,VS1,1,4
2033,0.5,62.2,54.4,5.07,5.11,3.16,Ideal,D,VS1,1,4
2034,0.7,64.2,55,5.57,5.61,3.59,Very Good,I,VS2,6,5
2034,0.59,61.7,59,5.35,5.38,3.31,Very Good,F,VS1,3,4
2034,0.7,64.3,57,5.59,5.63,3.61,Good,I,SI1,6,6
2034,0.7,63.6,61,5.59,5.63,3.57,Good,I,SI1,6,6
2034,0.7,59.9,57,5.74,5.77,3.45,Very Good,H,SI2,5,7
2034,0.7,63.8,57,5.63,5.66,3.6,Good,I,SI1,6,6
2034,0.7,62.8,59,5.62,5.65,3.54,Very Good,H,SI2,5,7
2034,0.71,61.9,55,5.75,5.69,3.54,Ideal,J,VS1,7,4
2034,0.5,61.1,58,5.12,5.08,3.11,Ideal,E,VS1,2,4
2035,0.52,62.9,57,5.11,5.13,3.22,Very Good,F,VVS2,3,3
2035,0.78,59.4,62,6.01,6.05,3.58,Very Good,J,SI1,7,6
2035,0.78,58,62,6.01,6.05,3.5,Good,J,SI1,7,6
2035,0.7,64.9,58,5.46,5.59,3.59,Fair,F,SI2,3,7
2035,0.51,60.9,61,5.17,5.11,3.13,Premium,G,VVS2,4,3
2035,1,64.5,58,6.33,6.1,4.01,Fair,I,I1,6,8
2036,0.61,60,57,5.52,5.55,3.32,Very Good,E,VS2,2,5
2036,0.71,60.9,56,5.8,5.83,3.54,Very Good,F,SI2,3,7
2036,0.71,63.3,56,5.68,5.73,3.61,Very Good,F,SI2,3,7
2036,0.58,61.9,57,5.47,5.36,3.35,Premium,F,VS2,3,5
2036,0.76,59.3,63,6.12,5.93,3.55,Very Good,J,VS1,7,4
2036,1.01,64.5,54,6.31,6.22,4.03,Fair,E,I1,2,8
2037,0.56,61.9,57,5.29,5.31,3.28,Very Good,E,VS1,2,4
2037,0.7,61.8,58,5.73,5.7,3.53,Premium,E,SI2,2,7
2037,0.6,62.8,59,5.39,5.35,3.37,Premium,D,VS2,1,5
2037,0.73,60.2,58,5.87,5.82,3.52,Premium,J,VS1,7,4
2037,0.73,61.3,61,5.83,5.78,3.56,Premium,J,VS1,7,4
2037,1.04,67.3,56,6.34,6.23,4.22,Fair,I,I1,6,8
2038,0.7,65,57,5.53,5.58,3.61,Good,E,SI1,2,6
2039,0.7,59.6,61,5.8,5.88,3.48,Very Good,F,SI2,3,7
2039,0.7,62.5,60,5.64,5.68,3.54,Very Good,I,SI1,6,6
2039,0.71,58.2,57,5.89,5.93,3.44,Very Good,G,SI1,4,6
2039,0.71,60.8,60,5.74,5.78,3.5,Premium,G,SI2,4,7
2039,0.57,61.9,56,5.29,5.3,3.28,Ideal,G,VVS2,4,3
2039,0.57,61.8,55,5.33,5.35,3.3,Ideal,F,VS1,3,4
